resource_id,timestamp,status,assigned_task_id
R0014,2024-01-06T20:30:00,busy,371.0
R0014,2024-01-06T21:00:00,busy,401.0
R0014,2024-01-06T21:30:00,busy,150.0
R0014,2024-01-06T22:00:00,busy,228.0
R0014,2024-01-06T22:30:00,available,
R0014,2024-01-06T23:00:00,available,
R0014,2024-01-06T23:30:00,busy,205.0
R0014,2024-01-07T00:00:00,available,
R0014,2024-01-07T00:30:00,busy,108.0
R0014,2024-01-07T01:00:00,busy,536.0
R0014,2024-01-07T01:30:00,busy,401.0
R0014,2024-01-07T02:00:00,busy,562.0
R0014,2024-01-07T02:30:00,busy,469.0
R0014,2024-01-07T03:00:00,busy,540.0
R0014,2024-01-07T03:30:00,available,
R0014,2024-01-07T04:00:00,available,
R0014,2024-01-07T04:30:00,busy,326.0
R0014,2024-01-07T05:00:00,busy,321.0
R0014,2024-01-07T05:30:00,busy,495.0
R0014,2024-01-07T06:00:00,busy,725.0
R0014,2024-01-07T06:30:00,available,
R0014,2024-01-07T07:00:00,busy,97.0
R0014,2024-01-07T07:30:00,available,
R0014,2024-01-07T08:00:00,available,
R0014,2024-01-07T08:30:00,busy,732.0
R0014,2024-01-07T09:00:00,busy,598.0
R0014,2024-01-07T09:30:00,available,
R0014,2024-01-07T10:00:00,available,
R0014,2024-01-07T10:30:00,busy,511.0
R0014,2024-01-07T11:00:00,busy,689.0
R0014,2024-01-07T11:30:00,available,
R0014,2024-01-07T12:00:00,busy,43.0
R0014,2024-01-07T12:30:00,available,
R0014,2024-01-07T13:00:00,busy,146.0
R0014,2024-01-07T13:30:00,busy,186.0
R0014,2024-01-07T14:00:00,busy,91.0
R0014,2024-01-07T14:30:00,busy,88.0
R0014,2024-01-07T15:00:00,busy,289.0
R0014,2024-01-07T15:30:00,busy,491.0
R0014,2024-01-07T16:00:00,busy,206.0
R0014,2024-01-07T16:30:00,busy,257.0
R0014,2024-01-07T17:00:00,busy,732.0
R0014,2024-01-07T17:30:00,busy,230.0
R0014,2024-01-07T18:00:00,busy,289.0
R0014,2024-01-07T18:30:00,available,
R0014,2024-01-07T19:00:00,available,
R0014,2024-01-07T19:30:00,available,
R0014,2024-01-07T20:00:00,busy,434.0
R0014,2024-01-07T20:30:00,busy,42.0
R0014,2024-01-07T21:00:00,busy,175.0
R0014,2024-01-07T21:30:00,busy,308.0
R0014,2024-01-07T22:00:00,busy,586.0
R0014,2024-01-07T22:30:00,busy,121.0
R0014,2024-01-07T23:00:00,busy,154.0
R0014,2024-01-07T23:30:00,available,
R0015,2024-01-01T00:00:00,busy,246.0
R0015,2024-01-01T00:30:00,busy,16.0
R0015,2024-01-01T01:00:00,busy,697.0
R0015,2024-01-01T01:30:00,busy,174.0
R0015,2024-01-01T02:00:00,busy,224.0
R0015,2024-01-01T02:30:00,available,
R0015,2024-01-01T03:00:00,available,
R0015,2024-01-01T03:30:00,available,
R0015,2024-01-01T04:00:00,busy,385.0
R0015,2024-01-01T04:30:00,busy,306.0
R0015,2024-01-01T05:00:00,busy,193.0
R0015,2024-01-01T05:30:00,busy,194.0
R0015,2024-01-01T06:00:00,busy,352.0
R0015,2024-01-01T06:30:00,busy,545.0
R0015,2024-01-01T07:00:00,busy,661.0
R0015,2024-01-01T07:30:00,busy,190.0
R0015,2024-01-01T08:00:00,busy,508.0
R0015,2024-01-01T08:30:00,busy,508.0
R0015,2024-01-01T09:00:00,busy,421.0
R0015,2024-01-01T09:30:00,available,
R0015,2024-01-01T10:00:00,available,
R0015,2024-01-01T10:30:00,busy,619.0
R0015,2024-01-01T11:00:00,available,
R0015,2024-01-01T11:30:00,busy,396.0
R0015,2024-01-01T12:00:00,busy,621.0
R0015,2024-01-01T12:30:00,available,
R0015,2024-01-01T13:00:00,available,
R0015,2024-01-01T13:30:00,busy,584.0
R0015,2024-01-01T14:00:00,busy,303.0
R0015,2024-01-01T14:30:00,available,
R0015,2024-01-01T15:00:00,busy,26.0
R0015,2024-01-01T15:30:00,busy,529.0
R0015,2024-01-01T16:00:00,available,
R0015,2024-01-01T16:30:00,available,
R0015,2024-01-01T17:00:00,available,
R0015,2024-01-01T17:30:00,available,
R0015,2024-01-01T18:00:00,available,
R0015,2024-01-01T18:30:00,available,
R0015,2024-01-01T19:00:00,busy,617.0
R0015,2024-01-01T19:30:00,busy,332.0
R0015,2024-01-01T20:00:00,available,
R0015,2024-01-01T20:30:00,available,
R0015,2024-01-01T21:00:00,busy,28.0
R0015,2024-01-01T21:30:00,available,
R0015,2024-01-01T22:00:00,available,
R0015,2024-01-01T22:30:00,busy,51.0
R0015,2024-01-01T23:00:00,busy,130.0
R0015,2024-01-01T23:30:00,busy,682.0
R0015,2024-01-02T00:00:00,available,
R0015,2024-01-02T00:30:00,available,
R0015,2024-01-02T01:00:00,available,
R0015,2024-01-02T01:30:00,available,
R0015,2024-01-02T02:00:00,busy,197.0
R0015,2024-01-02T02:30:00,available,
R0015,2024-01-02T03:00:00,available,
R0015,2024-01-02T03:30:00,busy,210.0
R0015,2024-01-02T04:00:00,busy,143.0
R0015,2024-01-02T04:30:00,busy,591.0
R0015,2024-01-02T05:00:00,available,
R0015,2024-01-02T05:30:00,busy,728.0
R0015,2024-01-02T06:00:00,busy,704.0
R0015,2024-01-02T06:30:00,busy,493.0
R0015,2024-01-02T07:00:00,available,
R0015,2024-01-02T07:30:00,busy,715.0
R0015,2024-01-02T08:00:00,available,
R0015,2024-01-02T08:30:00,available,
R0015,2024-01-02T09:00:00,busy,210.0
R0015,2024-01-02T09:30:00,busy,146.0
R0015,2024-01-02T10:00:00,available,
R0015,2024-01-02T10:30:00,busy,180.0
R0015,2024-01-02T11:00:00,available,
R0015,2024-01-02T11:30:00,busy,317.0
R0015,2024-01-02T12:00:00,busy,387.0
R0015,2024-01-02T12:30:00,busy,38.0
R0015,2024-01-02T13:00:00,busy,202.0
R0015,2024-01-02T13:30:00,busy,561.0
R0015,2024-01-02T14:00:00,busy,312.0
R0015,2024-01-02T14:30:00,available,
R0015,2024-01-02T15:00:00,available,
R0015,2024-01-02T15:30:00,available,
R0015,2024-01-02T16:00:00,busy,620.0
R0015,2024-01-02T16:30:00,available,
R0015,2024-01-02T17:00:00,available,
R0015,2024-01-02T17:30:00,available,
R0015,2024-01-02T18:00:00,available,
R0015,2024-01-02T18:30:00,busy,677.0
R0015,2024-01-02T19:00:00,busy,541.0
R0015,2024-01-02T19:30:00,busy,334.0
R0015,2024-01-02T20:00:00,busy,512.0
R0015,2024-01-02T20:30:00,available,
R0015,2024-01-02T21:00:00,available,
R0015,2024-01-02T21:30:00,available,
R0015,2024-01-02T22:00:00,busy,145.0
R0015,2024-01-02T22:30:00,available,
R0015,2024-01-02T23:00:00,busy,304.0
R0015,2024-01-02T23:30:00,busy,252.0
R0015,2024-01-03T00:00:00,available,
R0015,2024-01-03T00:30:00,busy,323.0
R0015,2024-01-03T01:00:00,busy,693.0
R0015,2024-01-03T01:30:00,available,
R0015,2024-01-03T02:00:00,available,
R0015,2024-01-03T02:30:00,busy,318.0
R0015,2024-01-03T03:00:00,available,
R0015,2024-01-03T03:30:00,busy,510.0
R0015,2024-01-03T04:00:00,available,
R0015,2024-01-03T04:30:00,busy,36.0
R0015,2024-01-03T05:00:00,available,
R0015,2024-01-03T05:30:00,busy,352.0
R0015,2024-01-03T06:00:00,busy,152.0
R0015,2024-01-03T06:30:00,busy,706.0
R0015,2024-01-03T07:00:00,busy,38.0
R0015,2024-01-03T07:30:00,available,
R0015,2024-01-03T08:00:00,busy,125.0
R0015,2024-01-03T08:30:00,busy,248.0
R0015,2024-01-03T09:00:00,available,
R0015,2024-01-03T09:30:00,busy,599.0
R0015,2024-01-03T10:00:00,busy,274.0
R0015,2024-01-03T10:30:00,available,
R0015,2024-01-03T11:00:00,busy,549.0
R0015,2024-01-03T11:30:00,busy,584.0
R0015,2024-01-03T12:00:00,available,
R0015,2024-01-03T12:30:00,busy,345.0
R0015,2024-01-03T13:00:00,busy,21.0
R0015,2024-01-03T13:30:00,available,
R0015,2024-01-03T14:00:00,busy,310.0
R0015,2024-01-03T14:30:00,available,
R0015,2024-01-03T15:00:00,busy,472.0
R0015,2024-01-03T15:30:00,available,
R0015,2024-01-03T16:00:00,busy,376.0
R0015,2024-01-03T16:30:00,available,
R0015,2024-01-03T17:00:00,busy,434.0
R0015,2024-01-03T17:30:00,busy,435.0
R0015,2024-01-03T18:00:00,busy,65.0
R0015,2024-01-03T18:30:00,busy,657.0
R0015,2024-01-03T19:00:00,available,
R0015,2024-01-03T19:30:00,busy,379.0
R0015,2024-01-03T20:00:00,busy,708.0
R0015,2024-01-03T20:30:00,busy,720.0
R0015,2024-01-03T21:00:00,available,
R0015,2024-01-03T21:30:00,available,
R0015,2024-01-03T22:00:00,available,
R0015,2024-01-03T22:30:00,busy,412.0
R0015,2024-01-03T23:00:00,busy,228.0
R0015,2024-01-03T23:30:00,busy,606.0
R0015,2024-01-04T00:00:00,busy,429.0
R0015,2024-01-04T00:30:00,busy,113.0
R0015,2024-01-04T01:00:00,busy,417.0
R0015,2024-01-04T01:30:00,busy,108.0
R0015,2024-01-04T02:00:00,busy,97.0
R0015,2024-01-04T02:30:00,busy,735.0
R0015,2024-01-04T03:00:00,busy,710.0
R0015,2024-01-04T03:30:00,busy,209.0
R0015,2024-01-04T04:00:00,busy,205.0
R0015,2024-01-04T04:30:00,busy,217.0
R0015,2024-01-04T05:00:00,available,
R0015,2024-01-04T05:30:00,busy,399.0
R0015,2024-01-04T06:00:00,available,
R0015,2024-01-04T06:30:00,busy,700.0
R0015,2024-01-04T07:00:00,busy,301.0
R0015,2024-01-04T07:30:00,busy,139.0
R0015,2024-01-04T08:00:00,available,
R0015,2024-01-04T08:30:00,busy,667.0
R0015,2024-01-04T09:00:00,busy,559.0
R0015,2024-01-04T09:30:00,busy,7.0
R0015,2024-01-04T10:00:00,available,
R0015,2024-01-04T10:30:00,available,
R0015,2024-01-04T11:00:00,busy,301.0
R0015,2024-01-04T11:30:00,available,
R0015,2024-01-04T12:00:00,available,
R0015,2024-01-04T12:30:00,available,
R0015,2024-01-04T13:00:00,available,
R0015,2024-01-04T13:30:00,busy,471.0
R0015,2024-01-04T14:00:00,busy,720.0
R0015,2024-01-04T14:30:00,busy,755.0
R0015,2024-01-04T15:00:00,busy,429.0
R0015,2024-01-04T15:30:00,busy,1.0
R0015,2024-01-04T16:00:00,busy,227.0
R0015,2024-01-04T16:30:00,busy,202.0
R0015,2024-01-04T17:00:00,available,
R0015,2024-01-04T17:30:00,available,
R0015,2024-01-04T18:00:00,busy,688.0
R0015,2024-01-04T18:30:00,busy,546.0
R0015,2024-01-04T19:00:00,busy,662.0
R0015,2024-01-04T19:30:00,available,
R0015,2024-01-04T20:00:00,busy,199.0
R0015,2024-01-04T20:30:00,available,
R0015,2024-01-04T21:00:00,busy,54.0
R0015,2024-01-04T21:30:00,busy,441.0
R0015,2024-01-04T22:00:00,available,
R0015,2024-01-04T22:30:00,available,
R0015,2024-01-04T23:00:00,available,
R0015,2024-01-04T23:30:00,available,
R0015,2024-01-05T00:00:00,busy,442.0
R0015,2024-01-05T00:30:00,available,
R0015,2024-01-05T01:00:00,busy,140.0
R0015,2024-01-05T01:30:00,busy,175.0
R0015,2024-01-05T02:00:00,available,
R0015,2024-01-05T02:30:00,busy,206.0
R0015,2024-01-05T03:00:00,busy,440.0
R0015,2024-01-05T03:30:00,busy,670.0
R0015,2024-01-05T04:00:00,available,
R0015,2024-01-05T04:30:00,available,
R0015,2024-01-05T05:00:00,busy,758.0
R0015,2024-01-05T05:30:00,available,
R0015,2024-01-05T06:00:00,available,
R0015,2024-01-05T06:30:00,busy,440.0
R0015,2024-01-05T07:00:00,available,
R0015,2024-01-05T07:30:00,busy,620.0
R0015,2024-01-05T08:00:00,busy,148.0
R0015,2024-01-05T08:30:00,busy,514.0
R0015,2024-01-05T09:00:00,busy,440.0
R0015,2024-01-05T09:30:00,available,
R0015,2024-01-05T10:00:00,busy,543.0
R0015,2024-01-05T10:30:00,available,
R0015,2024-01-05T11:00:00,available,
R0015,2024-01-05T11:30:00,available,
R0015,2024-01-05T12:00:00,available,
R0015,2024-01-05T12:30:00,busy,465.0
R0015,2024-01-05T13:00:00,available,
R0015,2024-01-05T13:30:00,busy,441.0
R0015,2024-01-05T14:00:00,busy,123.0
R0015,2024-01-05T14:30:00,busy,421.0
R0015,2024-01-05T15:00:00,busy,491.0
R0015,2024-01-05T15:30:00,busy,223.0
R0015,2024-01-05T16:00:00,busy,371.0
R0015,2024-01-05T16:30:00,busy,440.0
R0015,2024-01-05T17:00:00,busy,401.0
R0015,2024-01-05T17:30:00,available,
R0015,2024-01-05T18:00:00,busy,699.0
R0015,2024-01-05T18:30:00,busy,641.0
R0015,2024-01-05T19:00:00,available,
R0015,2024-01-05T19:30:00,busy,27.0
R0015,2024-01-05T20:00:00,available,
R0015,2024-01-05T20:30:00,available,
R0015,2024-01-05T21:00:00,available,
R0015,2024-01-05T21:30:00,busy,10.0
R0015,2024-01-05T22:00:00,busy,562.0
R0015,2024-01-05T22:30:00,busy,373.0
R0015,2024-01-05T23:00:00,available,
R0015,2024-01-05T23:30:00,available,
R0015,2024-01-06T00:00:00,available,
R0015,2024-01-06T00:30:00,available,
R0015,2024-01-06T01:00:00,busy,645.0
R0015,2024-01-06T01:30:00,available,
R0015,2024-01-06T02:00:00,busy,68.0
R0015,2024-01-06T02:30:00,available,
R0015,2024-01-06T03:00:00,available,
R0015,2024-01-06T03:30:00,available,
R0015,2024-01-06T04:00:00,busy,532.0
R0015,2024-01-06T04:30:00,available,
R0015,2024-01-06T05:00:00,busy,427.0
R0015,2024-01-06T05:30:00,available,
R0015,2024-01-06T06:00:00,busy,342.0
R0015,2024-01-06T06:30:00,available,
R0015,2024-01-06T07:00:00,available,
R0015,2024-01-06T07:30:00,available,
R0015,2024-01-06T08:00:00,busy,706.0
R0015,2024-01-06T08:30:00,busy,320.0
R0015,2024-01-06T09:00:00,busy,683.0
R0015,2024-01-06T09:30:00,busy,384.0
R0015,2024-01-06T10:00:00,busy,556.0
R0015,2024-01-06T10:30:00,available,
R0015,2024-01-06T11:00:00,busy,332.0
R0015,2024-01-06T11:30:00,busy,414.0
R0015,2024-01-06T12:00:00,busy,735.0
R0015,2024-01-06T12:30:00,available,
R0015,2024-01-06T13:00:00,busy,30.0
R0015,2024-01-06T13:30:00,busy,754.0
R0015,2024-01-06T14:00:00,busy,328.0
R0015,2024-01-06T14:30:00,busy,562.0
R0015,2024-01-06T15:00:00,available,
R0015,2024-01-06T15:30:00,available,
R0015,2024-01-06T16:00:00,busy,405.0
R0015,2024-01-06T16:30:00,busy,502.0
R0015,2024-01-06T17:00:00,busy,210.0
R0015,2024-01-06T17:30:00,available,
R0015,2024-01-06T18:00:00,busy,176.0
R0015,2024-01-06T18:30:00,busy,189.0
R0015,2024-01-06T19:00:00,available,
R0015,2024-01-06T19:30:00,available,
R0015,2024-01-06T20:00:00,busy,178.0
R0015,2024-01-06T20:30:00,busy,68.0
R0015,2024-01-06T21:00:00,available,
R0015,2024-01-06T21:30:00,available,
R0015,2024-01-06T22:00:00,available,
R0015,2024-01-06T22:30:00,busy,157.0
R0015,2024-01-06T23:00:00,available,
R0015,2024-01-06T23:30:00,busy,743.0
R0015,2024-01-07T00:00:00,busy,257.0
R0015,2024-01-07T00:30:00,busy,293.0
R0015,2024-01-07T01:00:00,available,
R0015,2024-01-07T01:30:00,busy,281.0
R0015,2024-01-07T02:00:00,available,
R0015,2024-01-07T02:30:00,available,
R0015,2024-01-07T03:00:00,busy,653.0
R0015,2024-01-07T03:30:00,available,
R0015,2024-01-07T04:00:00,available,
R0015,2024-01-07T04:30:00,busy,121.0
R0015,2024-01-07T05:00:00,available,
R0015,2024-01-07T05:30:00,available,
R0015,2024-01-07T06:00:00,available,
R0015,2024-01-07T06:30:00,busy,252.0
R0015,2024-01-07T07:00:00,busy,750.0
R0015,2024-01-07T07:30:00,busy,395.0
R0015,2024-01-07T08:00:00,busy,331.0
R0015,2024-01-07T08:30:00,busy,67.0
R0015,2024-01-07T09:00:00,available,
R0015,2024-01-07T09:30:00,available,
R0015,2024-01-07T10:00:00,busy,527.0
R0015,2024-01-07T10:30:00,busy,270.0
R0015,2024-01-07T11:00:00,available,
R0015,2024-01-07T11:30:00,available,
R0015,2024-01-07T12:00:00,busy,300.0
R0015,2024-01-07T12:30:00,busy,384.0
R0015,2024-01-07T13:00:00,busy,617.0
R0015,2024-01-07T13:30:00,available,
R0015,2024-01-07T14:00:00,busy,639.0
R0015,2024-01-07T14:30:00,busy,686.0
R0015,2024-01-07T15:00:00,available,
R0015,2024-01-07T15:30:00,busy,761.0
R0015,2024-01-07T16:00:00,available,
R0015,2024-01-07T16:30:00,available,
R0015,2024-01-07T17:00:00,busy,107.0
R0015,2024-01-07T17:30:00,busy,616.0
R0015,2024-01-07T18:00:00,available,
R0015,2024-01-07T18:30:00,busy,572.0
R0015,2024-01-07T19:00:00,busy,224.0
R0015,2024-01-07T19:30:00,busy,450.0
R0015,2024-01-07T20:00:00,busy,320.0
R0015,2024-01-07T20:30:00,busy,728.0
R0015,2024-01-07T21:00:00,available,
R0015,2024-01-07T21:30:00,busy,390.0
R0015,2024-01-07T22:00:00,available,
R0015,2024-01-07T22:30:00,busy,672.0
R0015,2024-01-07T23:00:00,available,
R0015,2024-01-07T23:30:00,available,
R0016,2024-01-01T00:00:00,available,
R0016,2024-01-01T00:30:00,busy,109.0
R0016,2024-01-01T01:00:00,available,
R0016,2024-01-01T01:30:00,available,
R0016,2024-01-01T02:00:00,available,
R0016,2024-01-01T02:30:00,available,
R0016,2024-01-01T03:00:00,busy,348.0
R0016,2024-01-01T03:30:00,available,
R0016,2024-01-01T04:00:00,available,
R0016,2024-01-01T04:30:00,available,
R0016,2024-01-01T05:00:00,busy,31.0
R0016,2024-01-01T05:30:00,available,
R0016,2024-01-01T06:00:00,available,
R0016,2024-01-01T06:30:00,busy,300.0
R0016,2024-01-01T07:00:00,available,
R0016,2024-01-01T07:30:00,busy,487.0
R0016,2024-01-01T08:00:00,available,
R0016,2024-01-01T08:30:00,busy,720.0
R0016,2024-01-01T09:00:00,busy,654.0
R0016,2024-01-01T09:30:00,busy,463.0
R0016,2024-01-01T10:00:00,busy,600.0
R0016,2024-01-01T10:30:00,available,
R0016,2024-01-01T11:00:00,available,
R0016,2024-01-01T11:30:00,available,
R0016,2024-01-01T12:00:00,busy,127.0
R0016,2024-01-01T12:30:00,busy,569.0
R0016,2024-01-01T13:00:00,busy,460.0
R0016,2024-01-01T13:30:00,available,
R0016,2024-01-01T14:00:00,busy,214.0
R0016,2024-01-01T14:30:00,available,
R0016,2024-01-01T15:00:00,busy,51.0
R0016,2024-01-01T15:30:00,busy,351.0
R0016,2024-01-01T16:00:00,busy,523.0
R0016,2024-01-01T16:30:00,available,
R0016,2024-01-01T17:00:00,busy,328.0
R0016,2024-01-01T17:30:00,busy,408.0
R0016,2024-01-01T18:00:00,available,
R0016,2024-01-01T18:30:00,busy,544.0
R0016,2024-01-01T19:00:00,busy,686.0
R0016,2024-01-01T19:30:00,busy,682.0
R0016,2024-01-01T20:00:00,busy,195.0
R0016,2024-01-01T20:30:00,busy,76.0
R0016,2024-01-01T21:00:00,available,
R0016,2024-01-01T21:30:00,busy,668.0
R0016,2024-01-01T22:00:00,busy,13.0
R0016,2024-01-01T22:30:00,available,
R0016,2024-01-01T23:00:00,busy,624.0
R0016,2024-01-01T23:30:00,busy,494.0
R0016,2024-01-02T00:00:00,available,
R0016,2024-01-02T00:30:00,available,
R0016,2024-01-02T01:00:00,available,
R0016,2024-01-02T01:30:00,available,
R0016,2024-01-02T02:00:00,busy,709.0
R0016,2024-01-02T02:30:00,busy,568.0
R0016,2024-01-02T03:00:00,busy,591.0
R0016,2024-01-02T03:30:00,busy,281.0
R0016,2024-01-02T04:00:00,available,
R0016,2024-01-02T04:30:00,busy,67.0
R0016,2024-01-02T05:00:00,busy,581.0
R0016,2024-01-02T05:30:00,busy,498.0
R0016,2024-01-02T06:00:00,available,
R0016,2024-01-02T06:30:00,available,
R0016,2024-01-02T07:00:00,busy,285.0
R0016,2024-01-02T07:30:00,busy,654.0
R0016,2024-01-02T08:00:00,available,
R0016,2024-01-02T08:30:00,busy,274.0
R0016,2024-01-02T09:00:00,busy,483.0
R0016,2024-01-02T09:30:00,available,
R0016,2024-01-02T10:00:00,busy,249.0
R0016,2024-01-02T10:30:00,busy,312.0
R0016,2024-01-02T11:00:00,available,
R0016,2024-01-02T11:30:00,busy,149.0
R0016,2024-01-02T12:00:00,available,
R0016,2024-01-02T12:30:00,available,
R0016,2024-01-02T13:00:00,busy,650.0
R0016,2024-01-02T13:30:00,busy,27.0
R0016,2024-01-02T14:00:00,available,
R0016,2024-01-02T14:30:00,busy,74.0
R0016,2024-01-02T15:00:00,available,
R0016,2024-01-02T15:30:00,busy,407.0
R0016,2024-01-02T16:00:00,available,
R0016,2024-01-02T16:30:00,busy,1.0
R0016,2024-01-02T17:00:00,available,
R0016,2024-01-02T17:30:00,available,
R0016,2024-01-02T18:00:00,busy,718.0
R0016,2024-01-02T18:30:00,available,
R0016,2024-01-02T19:00:00,busy,644.0
R0016,2024-01-02T19:30:00,busy,424.0
R0016,2024-01-02T20:00:00,available,
R0016,2024-01-02T20:30:00,busy,415.0
R0016,2024-01-02T21:00:00,busy,313.0
R0016,2024-01-02T21:30:00,busy,255.0
R0016,2024-01-02T22:00:00,busy,514.0
R0016,2024-01-02T22:30:00,busy,631.0
R0016,2024-01-02T23:00:00,busy,232.0
R0016,2024-01-02T23:30:00,available,
R0016,2024-01-03T00:00:00,busy,266.0
R0016,2024-01-03T00:30:00,available,
R0016,2024-01-03T01:00:00,busy,132.0
R0016,2024-01-03T01:30:00,available,
R0016,2024-01-03T02:00:00,busy,17.0
R0016,2024-01-03T02:30:00,available,
R0016,2024-01-03T03:00:00,busy,629.0
R0016,2024-01-03T03:30:00,busy,278.0
R0016,2024-01-03T04:00:00,busy,390.0
R0016,2024-01-03T04:30:00,available,
R0016,2024-01-03T05:00:00,busy,418.0
R0016,2024-01-03T05:30:00,available,
R0016,2024-01-03T06:00:00,available,
R0016,2024-01-03T06:30:00,busy,396.0
R0016,2024-01-03T07:00:00,busy,350.0
R0016,2024-01-03T07:30:00,available,
R0016,2024-01-03T08:00:00,busy,267.0
R0016,2024-01-03T08:30:00,available,
R0016,2024-01-03T09:00:00,busy,199.0
R0016,2024-01-03T09:30:00,available,
R0016,2024-01-03T10:00:00,busy,126.0
R0016,2024-01-03T10:30:00,busy,654.0
R0016,2024-01-03T11:00:00,busy,100.0
R0016,2024-01-03T11:30:00,busy,525.0
R0016,2024-01-03T12:00:00,busy,167.0
R0016,2024-01-03T12:30:00,available,
R0016,2024-01-03T13:00:00,available,
R0016,2024-01-03T13:30:00,busy,507.0
R0016,2024-01-03T14:00:00,busy,192.0
R0016,2024-01-03T14:30:00,available,
R0016,2024-01-03T15:00:00,busy,161.0
R0016,2024-01-03T15:30:00,available,
R0016,2024-01-03T16:00:00,busy,461.0
R0016,2024-01-03T16:30:00,available,
R0016,2024-01-03T17:00:00,available,
R0016,2024-01-03T17:30:00,busy,480.0
R0016,2024-01-03T18:00:00,busy,275.0
R0016,2024-01-03T18:30:00,busy,552.0
R0016,2024-01-03T19:00:00,busy,94.0
R0016,2024-01-03T19:30:00,available,
R0016,2024-01-03T20:00:00,busy,506.0
R0016,2024-01-03T20:30:00,busy,358.0
R0016,2024-01-03T21:00:00,busy,604.0
R0016,2024-01-03T21:30:00,available,
R0016,2024-01-03T22:00:00,busy,351.0
R0016,2024-01-03T22:30:00,available,
R0016,2024-01-03T23:00:00,available,
R0016,2024-01-03T23:30:00,available,
R0016,2024-01-04T00:00:00,available,
R0016,2024-01-04T00:30:00,available,
R0016,2024-01-04T01:00:00,busy,370.0
R0016,2024-01-04T01:30:00,available,
R0016,2024-01-04T02:00:00,available,
R0016,2024-01-04T02:30:00,busy,246.0
R0016,2024-01-04T03:00:00,available,
R0016,2024-01-04T03:30:00,busy,467.0
R0016,2024-01-04T04:00:00,busy,99.0
R0016,2024-01-04T04:30:00,busy,38.0
R0016,2024-01-04T05:00:00,available,
R0016,2024-01-04T05:30:00,available,
R0016,2024-01-04T06:00:00,busy,45.0
R0016,2024-01-04T06:30:00,available,
R0016,2024-01-04T07:00:00,busy,491.0
R0016,2024-01-04T07:30:00,busy,569.0
R0016,2024-01-04T08:00:00,busy,97.0
R0016,2024-01-04T08:30:00,available,
R0016,2024-01-04T09:00:00,available,
R0016,2024-01-04T09:30:00,busy,170.0
R0016,2024-01-04T10:00:00,available,
R0016,2024-01-04T10:30:00,busy,547.0
R0016,2024-01-04T11:00:00,busy,274.0
R0016,2024-01-04T11:30:00,busy,514.0
R0016,2024-01-04T12:00:00,available,
R0016,2024-01-04T12:30:00,available,
R0016,2024-01-04T13:00:00,busy,14.0
R0016,2024-01-04T13:30:00,available,
R0016,2024-01-04T14:00:00,busy,497.0
R0016,2024-01-04T14:30:00,busy,266.0
R0016,2024-01-04T15:00:00,busy,374.0
R0016,2024-01-04T15:30:00,available,
R0016,2024-01-04T16:00:00,available,
R0016,2024-01-04T16:30:00,available,
R0016,2024-01-04T17:00:00,busy,542.0
R0016,2024-01-04T17:30:00,available,
R0016,2024-01-04T18:00:00,available,
R0016,2024-01-04T18:30:00,available,
R0016,2024-01-04T19:00:00,busy,327.0
R0016,2024-01-04T19:30:00,available,
R0016,2024-01-04T20:00:00,busy,62.0
R0016,2024-01-04T20:30:00,busy,367.0
R0016,2024-01-04T21:00:00,available,
R0016,2024-01-04T21:30:00,busy,752.0
R0016,2024-01-04T22:00:00,busy,539.0
R0016,2024-01-04T22:30:00,busy,519.0
R0016,2024-01-04T23:00:00,available,
R0016,2024-01-04T23:30:00,available,
R0016,2024-01-05T00:00:00,available,
R0016,2024-01-05T00:30:00,busy,282.0
R0016,2024-01-05T01:00:00,busy,644.0
R0016,2024-01-05T01:30:00,busy,469.0
R0016,2024-01-05T02:00:00,available,
R0016,2024-01-05T02:30:00,available,
R0016,2024-01-05T03:00:00,available,
R0016,2024-01-05T03:30:00,busy,482.0
R0016,2024-01-05T04:00:00,busy,153.0
R0016,2024-01-05T04:30:00,available,
R0016,2024-01-05T05:00:00,available,
R0016,2024-01-05T05:30:00,busy,259.0
R0016,2024-01-05T06:00:00,busy,283.0
R0016,2024-01-05T06:30:00,available,
R0016,2024-01-05T07:00:00,busy,376.0
R0016,2024-01-05T07:30:00,available,
R0016,2024-01-05T08:00:00,busy,179.0
R0016,2024-01-05T08:30:00,available,
R0016,2024-01-05T09:00:00,busy,59.0
R0016,2024-01-05T09:30:00,busy,661.0
R0016,2024-01-05T10:00:00,busy,704.0
R0016,2024-01-05T10:30:00,available,
R0016,2024-01-05T11:00:00,busy,246.0
R0016,2024-01-05T11:30:00,busy,638.0
R0016,2024-01-05T12:00:00,available,
R0016,2024-01-05T12:30:00,available,
R0016,2024-01-05T13:00:00,busy,156.0
R0016,2024-01-05T13:30:00,busy,583.0
R0016,2024-01-05T14:00:00,busy,584.0
R0016,2024-01-05T14:30:00,busy,33.0
R0016,2024-01-05T15:00:00,available,
R0016,2024-01-05T15:30:00,available,
R0016,2024-01-05T16:00:00,available,
R0016,2024-01-05T16:30:00,busy,595.0
R0016,2024-01-05T17:00:00,busy,282.0
R0016,2024-01-05T17:30:00,busy,656.0
R0016,2024-01-05T18:00:00,available,
R0016,2024-01-05T18:30:00,available,
R0016,2024-01-05T19:00:00,available,
R0016,2024-01-05T19:30:00,available,
R0016,2024-01-05T20:00:00,busy,209.0
R0016,2024-01-05T20:30:00,busy,33.0
