sensor_id,timestamp,measurement_type,value
VIB056,2024-01-02T22:30:00,vibration,-0.2623
VIB057,2024-01-02T22:30:00,vibration,0.4477
VIB058,2024-01-02T22:30:00,vibration,-0.3388
VIB059,2024-01-02T22:30:00,vibration,-1.1427
VIB060,2024-01-02T22:30:00,vibration,0.184
VIB061,2024-01-02T22:30:00,vibration,-0.511
VIB062,2024-01-02T22:30:00,vibration,0.6938
VIB063,2024-01-02T22:30:00,vibration,-0.3063
VIB064,2024-01-02T22:30:00,vibration,-0.2614
VIB065,2024-01-02T22:30:00,vibration,1.0248
VIB066,2024-01-02T22:30:00,vibration,0.1375
VIB067,2024-01-02T22:30:00,vibration,0.1729
VIB068,2024-01-02T22:30:00,vibration,0.2404
VIB069,2024-01-02T22:30:00,vibration,0.9117
VIB070,2024-01-02T22:30:00,vibration,2.4849
VIB071,2024-01-02T22:30:00,vibration,-0.4534
VIB072,2024-01-02T22:30:00,vibration,-0.1255
VIB073,2024-01-02T22:30:00,vibration,-0.6946
VIB074,2024-01-02T22:30:00,vibration,-0.2891
VIB075,2024-01-02T22:30:00,vibration,0.3526
VIB076,2024-01-02T22:30:00,vibration,0.4967
VIB077,2024-01-02T22:30:00,vibration,1.1296
VIB078,2024-01-02T22:30:00,vibration,-0.3712
VIB079,2024-01-02T22:30:00,vibration,0.3815
VIB080,2024-01-02T22:30:00,vibration,-0.9122
DIS001,2024-01-02T22:30:00,displacement,-0.003982
DIS002,2024-01-02T22:30:00,displacement,0.00445
DIS003,2024-01-02T22:30:00,displacement,-0.001514
DIS004,2024-01-02T22:30:00,displacement,-0.003432
DIS005,2024-01-02T22:30:00,displacement,-0.00768
DIS006,2024-01-02T22:30:00,displacement,0.004911
DIS007,2024-01-02T22:30:00,displacement,-0.008627
DIS008,2024-01-02T22:30:00,displacement,-0.007776
DIS009,2024-01-02T22:30:00,displacement,0.002891
DIS010,2024-01-02T22:30:00,displacement,-0.001121
DIS011,2024-01-02T22:30:00,displacement,0.001872
DIS012,2024-01-02T22:30:00,displacement,-0.001461
DIS013,2024-01-02T22:30:00,displacement,0.004377
DIS014,2024-01-02T22:30:00,displacement,0.006024
DIS015,2024-01-02T22:30:00,displacement,0.006554
DIS016,2024-01-02T22:30:00,displacement,-0.001131
DIS017,2024-01-02T22:30:00,displacement,-0.00562
DIS018,2024-01-02T22:30:00,displacement,-0.00012
DIS019,2024-01-02T22:30:00,displacement,-0.004184
DIS020,2024-01-02T22:30:00,displacement,-0.002892
DIS021,2024-01-02T22:30:00,displacement,0.009472
DIS022,2024-01-02T22:30:00,displacement,0.004243
DIS023,2024-01-02T22:30:00,displacement,-0.001415
DIS024,2024-01-02T22:30:00,displacement,-0.000504
DIS025,2024-01-02T22:30:00,displacement,-0.002498
DIS026,2024-01-02T22:30:00,displacement,0.000905
DIS027,2024-01-02T22:30:00,displacement,-0.002162
DIS028,2024-01-02T22:30:00,displacement,0.005402
DIS029,2024-01-02T22:30:00,displacement,-5.9e-05
DIS030,2024-01-02T22:30:00,displacement,-0.004443
DIS031,2024-01-02T22:30:00,displacement,0.007226
DIS032,2024-01-02T22:30:00,displacement,0.002349
DIS033,2024-01-02T22:30:00,displacement,0.001937
DIS034,2024-01-02T22:30:00,displacement,-0.009196
DIS035,2024-01-02T22:30:00,displacement,-0.000241
DIS036,2024-01-02T22:30:00,displacement,-0.003617
DIS037,2024-01-02T22:30:00,displacement,-0.014166
DIS038,2024-01-02T22:30:00,displacement,-0.00044
DIS039,2024-01-02T22:30:00,displacement,-0.000704
DIS040,2024-01-02T22:30:00,displacement,0.006258
DIS041,2024-01-02T22:30:00,displacement,-0.002855
DIS042,2024-01-02T22:30:00,displacement,-0.004079
DIS043,2024-01-02T22:30:00,displacement,-0.00341
DIS044,2024-01-02T22:30:00,displacement,0.001239
DIS045,2024-01-02T22:30:00,displacement,0.005755
DIS046,2024-01-02T22:30:00,displacement,-8e-06
DIS047,2024-01-02T22:30:00,displacement,-0.002891
DIS048,2024-01-02T22:30:00,displacement,-0.000917
DIS049,2024-01-02T22:30:00,displacement,0.003265
DIS050,2024-01-02T22:30:00,displacement,0.005809
DIS051,2024-01-02T22:30:00,displacement,0.005913
DIS052,2024-01-02T22:30:00,displacement,-0.000558
DIS053,2024-01-02T22:30:00,displacement,0.002309
DIS054,2024-01-02T22:30:00,displacement,0.004019
DIS055,2024-01-02T22:30:00,displacement,-0.000355
DIS056,2024-01-02T22:30:00,displacement,0.003405
DIS057,2024-01-02T22:30:00,displacement,0.003836
DIS058,2024-01-02T22:30:00,displacement,0.002656
DIS059,2024-01-02T22:30:00,displacement,0.004051
DIS060,2024-01-02T22:30:00,displacement,0.010342
SHT001,2024-01-02T23:00:00,temperature,22.53
SHT001,2024-01-02T23:00:00,humidity,73.15
SHT002,2024-01-02T23:00:00,temperature,25.58
SHT002,2024-01-02T23:00:00,humidity,59.46
SHT003,2024-01-02T23:00:00,temperature,23.34
SHT003,2024-01-02T23:00:00,humidity,62.78
SHT004,2024-01-02T23:00:00,temperature,23.44
SHT004,2024-01-02T23:00:00,humidity,58.38
SHT005,2024-01-02T23:00:00,temperature,20.64
SHT005,2024-01-02T23:00:00,humidity,61.05
SHT006,2024-01-02T23:00:00,temperature,22.29
SHT006,2024-01-02T23:00:00,humidity,58.33
SHT007,2024-01-02T23:00:00,temperature,25.03
SHT007,2024-01-02T23:00:00,humidity,50.77
SHT008,2024-01-02T23:00:00,temperature,22.19
SHT008,2024-01-02T23:00:00,humidity,55.54
SHT009,2024-01-02T23:00:00,temperature,22.99
SHT009,2024-01-02T23:00:00,humidity,61.23
SHT010,2024-01-02T23:00:00,temperature,24.58
SHT010,2024-01-02T23:00:00,humidity,69.25
SHT011,2024-01-02T23:00:00,temperature,25.25
SHT011,2024-01-02T23:00:00,humidity,63.28
SHT012,2024-01-02T23:00:00,temperature,24.71
SHT012,2024-01-02T23:00:00,humidity,44.46
SHT013,2024-01-02T23:00:00,temperature,24.66
SHT013,2024-01-02T23:00:00,humidity,39.97
SHT014,2024-01-02T23:00:00,temperature,23.59
SHT014,2024-01-02T23:00:00,humidity,65.7
SHT015,2024-01-02T23:00:00,temperature,21.57
SHT015,2024-01-02T23:00:00,humidity,38.58
SHT016,2024-01-02T23:00:00,temperature,22.74
SHT016,2024-01-02T23:00:00,humidity,61.55
SHT017,2024-01-02T23:00:00,temperature,23.64
SHT017,2024-01-02T23:00:00,humidity,46.96
SHT018,2024-01-02T23:00:00,temperature,23.48
SHT018,2024-01-02T23:00:00,humidity,65.02
SHT019,2024-01-02T23:00:00,temperature,23.99
SHT019,2024-01-02T23:00:00,humidity,68.0
SHT020,2024-01-02T23:00:00,temperature,23.34
SHT020,2024-01-02T23:00:00,humidity,44.93
SHT021,2024-01-02T23:00:00,temperature,30.01
SHT021,2024-01-02T23:00:00,humidity,63.83
SHT022,2024-01-02T23:00:00,temperature,29.01
SHT022,2024-01-02T23:00:00,humidity,59.03
SHT023,2024-01-02T23:00:00,temperature,24.17
SHT023,2024-01-02T23:00:00,humidity,74.16
SHT024,2024-01-02T23:00:00,temperature,29.62
SHT024,2024-01-02T23:00:00,humidity,46.72
SHT025,2024-01-02T23:00:00,temperature,23.14
SHT025,2024-01-02T23:00:00,humidity,50.98
SHT026,2024-01-02T23:00:00,temperature,26.93
SHT026,2024-01-02T23:00:00,humidity,52.36
SHT027,2024-01-02T23:00:00,temperature,26.52
SHT027,2024-01-02T23:00:00,humidity,68.16
SHT028,2024-01-02T23:00:00,temperature,30.61
SHT028,2024-01-02T23:00:00,humidity,49.01
SHT029,2024-01-02T23:00:00,temperature,28.51
SHT029,2024-01-02T23:00:00,humidity,57.68
SHT030,2024-01-02T23:00:00,temperature,30.76
SHT030,2024-01-02T23:00:00,humidity,70.5
SHT031,2024-01-02T23:00:00,temperature,27.85
SHT031,2024-01-02T23:00:00,humidity,52.54
SHT032,2024-01-02T23:00:00,temperature,24.41
SHT032,2024-01-02T23:00:00,humidity,64.09
SHT033,2024-01-02T23:00:00,temperature,23.31
SHT033,2024-01-02T23:00:00,humidity,66.8
SHT034,2024-01-02T23:00:00,temperature,30.41
SHT034,2024-01-02T23:00:00,humidity,53.75
SHT035,2024-01-02T23:00:00,temperature,22.86
SHT035,2024-01-02T23:00:00,humidity,54.16
SHT036,2024-01-02T23:00:00,temperature,29.45
SHT036,2024-01-02T23:00:00,humidity,58.04
SHT037,2024-01-02T23:00:00,temperature,29.87
SHT037,2024-01-02T23:00:00,humidity,67.73
SHT038,2024-01-02T23:00:00,temperature,26.33
SHT038,2024-01-02T23:00:00,humidity,78.92
SHT039,2024-01-02T23:00:00,temperature,22.76
SHT039,2024-01-02T23:00:00,humidity,42.39
SHT040,2024-01-02T23:00:00,temperature,22.89
SHT040,2024-01-02T23:00:00,humidity,58.01
SHT041,2024-01-02T23:00:00,temperature,25.82
SHT041,2024-01-02T23:00:00,humidity,67.71
SHT042,2024-01-02T23:00:00,temperature,26.17
SHT042,2024-01-02T23:00:00,humidity,65.06
SHT043,2024-01-02T23:00:00,temperature,24.84
SHT043,2024-01-02T23:00:00,humidity,66.31
SHT044,2024-01-02T23:00:00,temperature,25.94
SHT044,2024-01-02T23:00:00,humidity,72.94
SHT045,2024-01-02T23:00:00,temperature,26.67
SHT045,2024-01-02T23:00:00,humidity,67.66
SHT046,2024-01-02T23:00:00,temperature,32.92
SHT046,2024-01-02T23:00:00,humidity,57.05
SHT047,2024-01-02T23:00:00,temperature,28.02
SHT047,2024-01-02T23:00:00,humidity,61.06
SHT048,2024-01-02T23:00:00,temperature,24.26
SHT048,2024-01-02T23:00:00,humidity,58.75
SHT049,2024-01-02T23:00:00,temperature,27.39
SHT049,2024-01-02T23:00:00,humidity,58.63
SHT050,2024-01-02T23:00:00,temperature,19.91
SHT050,2024-01-02T23:00:00,humidity,55.37
SHT051,2024-01-02T23:00:00,temperature,29.27
SHT051,2024-01-02T23:00:00,humidity,67.1
SHT052,2024-01-02T23:00:00,temperature,18.27
SHT052,2024-01-02T23:00:00,humidity,53.03
SHT053,2024-01-02T23:00:00,temperature,21.75
SHT053,2024-01-02T23:00:00,humidity,41.37
SHT054,2024-01-02T23:00:00,temperature,24.81
SHT054,2024-01-02T23:00:00,humidity,72.26
SHT055,2024-01-02T23:00:00,temperature,22.13
SHT055,2024-01-02T23:00:00,humidity,54.41
SHT056,2024-01-02T23:00:00,temperature,24.08
SHT056,2024-01-02T23:00:00,humidity,42.17
SHT057,2024-01-02T23:00:00,temperature,31.47
SHT057,2024-01-02T23:00:00,humidity,68.49
SHT058,2024-01-02T23:00:00,temperature,25.53
SHT058,2024-01-02T23:00:00,humidity,53.29
SHT059,2024-01-02T23:00:00,temperature,21.15
SHT059,2024-01-02T23:00:00,humidity,52.19
SHT060,2024-01-02T23:00:00,temperature,28.32
SHT060,2024-01-02T23:00:00,humidity,53.44
SHT061,2024-01-02T23:00:00,temperature,24.79
SHT061,2024-01-02T23:00:00,humidity,60.55
SHT062,2024-01-02T23:00:00,temperature,34.91
SHT062,2024-01-02T23:00:00,humidity,54.04
SHT063,2024-01-02T23:00:00,temperature,21.61
SHT063,2024-01-02T23:00:00,humidity,41.64
SHT064,2024-01-02T23:00:00,temperature,23.02
SHT064,2024-01-02T23:00:00,humidity,83.39
SHT065,2024-01-02T23:00:00,temperature,26.72
SHT065,2024-01-02T23:00:00,humidity,74.83
SHT066,2024-01-02T23:00:00,temperature,26.38
SHT066,2024-01-02T23:00:00,humidity,56.6
SHT067,2024-01-02T23:00:00,temperature,27.1
SHT067,2024-01-02T23:00:00,humidity,50.66
SHT068,2024-01-02T23:00:00,temperature,26.96
SHT068,2024-01-02T23:00:00,humidity,70.14
SHT069,2024-01-02T23:00:00,temperature,27.99
SHT069,2024-01-02T23:00:00,humidity,57.94
SHT070,2024-01-02T23:00:00,temperature,28.63
SHT070,2024-01-02T23:00:00,humidity,48.86
SHT071,2024-01-02T23:00:00,temperature,27.19
SHT071,2024-01-02T23:00:00,humidity,62.78
SHT072,2024-01-02T23:00:00,temperature,22.9
SHT072,2024-01-02T23:00:00,humidity,49.0
SHT073,2024-01-02T23:00:00,temperature,24.77
SHT073,2024-01-02T23:00:00,humidity,60.7
SHT074,2024-01-02T23:00:00,temperature,23.12
SHT074,2024-01-02T23:00:00,humidity,47.01
SHT075,2024-01-02T23:00:00,temperature,27.53
SHT075,2024-01-02T23:00:00,humidity,69.67
SHT076,2024-01-02T23:00:00,temperature,31.3
SHT076,2024-01-02T23:00:00,humidity,53.31
SHT077,2024-01-02T23:00:00,temperature,25.2
SHT077,2024-01-02T23:00:00,humidity,69.6
SHT078,2024-01-02T23:00:00,temperature,28.16
SHT078,2024-01-02T23:00:00,humidity,63.75
SHT079,2024-01-02T23:00:00,temperature,27.16
SHT079,2024-01-02T23:00:00,humidity,53.34
SHT080,2024-01-02T23:00:00,temperature,25.34
SHT080,2024-01-02T23:00:00,humidity,51.27
SHT081,2024-01-02T23:00:00,temperature,27.02
SHT081,2024-01-02T23:00:00,humidity,70.81
SHT082,2024-01-02T23:00:00,temperature,35.41
SHT082,2024-01-02T23:00:00,humidity,74.79
SHT083,2024-01-02T23:00:00,temperature,19.85
SHT083,2024-01-02T23:00:00,humidity,49.71
SHT084,2024-01-02T23:00:00,temperature,29.47
SHT084,2024-01-02T23:00:00,humidity,65.62
SHT085,2024-01-02T23:00:00,temperature,25.32
SHT085,2024-01-02T23:00:00,humidity,59.47
SHT086,2024-01-02T23:00:00,temperature,22.11
SHT086,2024-01-02T23:00:00,humidity,40.31
SHT087,2024-01-02T23:00:00,temperature,22.22
SHT087,2024-01-02T23:00:00,humidity,57.88
SHT088,2024-01-02T23:00:00,temperature,25.65
SHT088,2024-01-02T23:00:00,humidity,57.18
SHT089,2024-01-02T23:00:00,temperature,21.14
SHT089,2024-01-02T23:00:00,humidity,54.63
SHT090,2024-01-02T23:00:00,temperature,25.38
SHT090,2024-01-02T23:00:00,humidity,62.45
SHT091,2024-01-02T23:00:00,temperature,23.77
SHT091,2024-01-02T23:00:00,humidity,56.33
SHT092,2024-01-02T23:00:00,temperature,27.4
SHT092,2024-01-02T23:00:00,humidity,62.44
SHT093,2024-01-02T23:00:00,temperature,23.86
SHT093,2024-01-02T23:00:00,humidity,63.47
SHT094,2024-01-02T23:00:00,temperature,18.97
SHT094,2024-01-02T23:00:00,humidity,57.04
SHT095,2024-01-02T23:00:00,temperature,24.53
SHT095,2024-01-02T23:00:00,humidity,59.76
SHT096,2024-01-02T23:00:00,temperature,22.38
SHT096,2024-01-02T23:00:00,humidity,66.45
SHT097,2024-01-02T23:00:00,temperature,21.23
SHT097,2024-01-02T23:00:00,humidity,43.03
SHT098,2024-01-02T23:00:00,temperature,24.45
SHT098,2024-01-02T23:00:00,humidity,54.07
SHT099,2024-01-02T23:00:00,temperature,21.04
SHT099,2024-01-02T23:00:00,humidity,64.2
SHT100,2024-01-02T23:00:00,temperature,24.88
SHT100,2024-01-02T23:00:00,humidity,69.5
SHT101,2024-01-02T23:00:00,temperature,25.96
SHT101,2024-01-02T23:00:00,humidity,58.77
SHT102,2024-01-02T23:00:00,temperature,21.55
SHT102,2024-01-02T23:00:00,humidity,48.32
SHT103,2024-01-02T23:00:00,temperature,23.96
SHT103,2024-01-02T23:00:00,humidity,55.41
SHT104,2024-01-02T23:00:00,temperature,27.35
SHT104,2024-01-02T23:00:00,humidity,67.85
SHT105,2024-01-02T23:00:00,temperature,20.27
SHT105,2024-01-02T23:00:00,humidity,48.12
SHT106,2024-01-02T23:00:00,temperature,19.9
SHT106,2024-01-02T23:00:00,humidity,53.04
SHT107,2024-01-02T23:00:00,temperature,28.37
SHT107,2024-01-02T23:00:00,humidity,63.59
SHT108,2024-01-02T23:00:00,temperature,25.51
SHT108,2024-01-02T23:00:00,humidity,58.91
SHT109,2024-01-02T23:00:00,temperature,22.92
SHT109,2024-01-02T23:00:00,humidity,68.61
SHT110,2024-01-02T23:00:00,temperature,26.62
SHT110,2024-01-02T23:00:00,humidity,69.64
SHT111,2024-01-02T23:00:00,temperature,22.16
SHT111,2024-01-02T23:00:00,humidity,57.0
SHT112,2024-01-02T23:00:00,temperature,21.16
SHT112,2024-01-02T23:00:00,humidity,51.54
SHT113,2024-01-02T23:00:00,temperature,22.73
SHT113,2024-01-02T23:00:00,humidity,64.97
SHT114,2024-01-02T23:00:00,temperature,26.24
SHT114,2024-01-02T23:00:00,humidity,71.79
SHT115,2024-01-02T23:00:00,temperature,18.3
SHT115,2024-01-02T23:00:00,humidity,57.21
SHT116,2024-01-02T23:00:00,temperature,34.33
SHT116,2024-01-02T23:00:00,humidity,65.81
SHT117,2024-01-02T23:00:00,temperature,24.37
SHT117,2024-01-02T23:00:00,humidity,67.85
SHT118,2024-01-02T23:00:00,temperature,22.46
SHT118,2024-01-02T23:00:00,humidity,49.22
SHT119,2024-01-02T23:00:00,temperature,24.83
SHT119,2024-01-02T23:00:00,humidity,62.92
SHT120,2024-01-02T23:00:00,temperature,27.15
SHT120,2024-01-02T23:00:00,humidity,67.56
SHT121,2024-01-02T23:00:00,temperature,22.48
SHT121,2024-01-02T23:00:00,humidity,63.34
SHT122,2024-01-02T23:00:00,temperature,28.0
SHT122,2024-01-02T23:00:00,humidity,68.33
SHT123,2024-01-02T23:00:00,temperature,27.0
SHT123,2024-01-02T23:00:00,humidity,65.31
SHT124,2024-01-02T23:00:00,temperature,26.34
SHT124,2024-01-02T23:00:00,humidity,59.74
SHT125,2024-01-02T23:00:00,temperature,30.31
SHT125,2024-01-02T23:00:00,humidity,68.43
SHT126,2024-01-02T23:00:00,temperature,24.11
SHT126,2024-01-02T23:00:00,humidity,43.12
SHT127,2024-01-02T23:00:00,temperature,31.51
SHT127,2024-01-02T23:00:00,humidity,51.97
SHT128,2024-01-02T23:00:00,temperature,20.69
SHT128,2024-01-02T23:00:00,humidity,69.82
SHT129,2024-01-02T23:00:00,temperature,25.0
SHT129,2024-01-02T23:00:00,humidity,65.56
SHT130,2024-01-02T23:00:00,temperature,21.24
SHT130,2024-01-02T23:00:00,humidity,68.24
SHT131,2024-01-02T23:00:00,temperature,29.48
SHT131,2024-01-02T23:00:00,humidity,59.77
SHT132,2024-01-02T23:00:00,temperature,23.23
SHT132,2024-01-02T23:00:00,humidity,51.35
SHT133,2024-01-02T23:00:00,temperature,27.33
SHT133,2024-01-02T23:00:00,humidity,71.33
SHT134,2024-01-02T23:00:00,temperature,23.9
SHT134,2024-01-02T23:00:00,humidity,54.68
SHT135,2024-01-02T23:00:00,temperature,25.13
SHT135,2024-01-02T23:00:00,humidity,57.4
SHT136,2024-01-02T23:00:00,temperature,20.82
SHT136,2024-01-02T23:00:00,humidity,41.28
SHT137,2024-01-02T23:00:00,temperature,24.15
SHT137,2024-01-02T23:00:00,humidity,52.36
SHT138,2024-01-02T23:00:00,temperature,26.95
SHT138,2024-01-02T23:00:00,humidity,50.62
SHT139,2024-01-02T23:00:00,temperature,17.45
SHT139,2024-01-02T23:00:00,humidity,56.96
SHT140,2024-01-02T23:00:00,temperature,27.04
SHT140,2024-01-02T23:00:00,humidity,77.93
SHT141,2024-01-02T23:00:00,temperature,31.01
SHT141,2024-01-02T23:00:00,humidity,54.68
SHT142,2024-01-02T23:00:00,temperature,22.12
SHT142,2024-01-02T23:00:00,humidity,60.07
SHT143,2024-01-02T23:00:00,temperature,26.25
SHT143,2024-01-02T23:00:00,humidity,54.0
SHT144,2024-01-02T23:00:00,temperature,23.41
SHT144,2024-01-02T23:00:00,humidity,71.71
SHT145,2024-01-02T23:00:00,temperature,21.65
SHT145,2024-01-02T23:00:00,humidity,59.91
SHT146,2024-01-02T23:00:00,temperature,28.06
SHT146,2024-01-02T23:00:00,humidity,70.49
SHT147,2024-01-02T23:00:00,temperature,28.02
SHT147,2024-01-02T23:00:00,humidity,82.26
SHT148,2024-01-02T23:00:00,temperature,26.54
SHT148,2024-01-02T23:00:00,humidity,58.65
SHT149,2024-01-02T23:00:00,temperature,21.92
SHT149,2024-01-02T23:00:00,humidity,53.8
SHT150,2024-01-02T23:00:00,temperature,18.48
SHT150,2024-01-02T23:00:00,humidity,62.54
VIB001,2024-01-02T23:00:00,vibration,0.3233
VIB002,2024-01-02T23:00:00,vibration,-0.3082
VIB003,2024-01-02T23:00:00,vibration,-0.9939
VIB004,2024-01-02T23:00:00,vibration,0.0203
VIB005,2024-01-02T23:00:00,vibration,-0.1889
VIB006,2024-01-02T23:00:00,vibration,-0.6868
VIB007,2024-01-02T23:00:00,vibration,0.0177
VIB008,2024-01-02T23:00:00,vibration,0.9014
VIB009,2024-01-02T23:00:00,vibration,-0.4075
VIB010,2024-01-02T23:00:00,vibration,-0.5804
VIB011,2024-01-02T23:00:00,vibration,-0.3887
VIB012,2024-01-02T23:00:00,vibration,-0.3864
VIB013,2024-01-02T23:00:00,vibration,0.4558
VIB014,2024-01-02T23:00:00,vibration,0.408
VIB015,2024-01-02T23:00:00,vibration,0.4351
VIB016,2024-01-02T23:00:00,vibration,-0.0748
VIB017,2024-01-02T23:00:00,vibration,0.1771
VIB018,2024-01-02T23:00:00,vibration,-1.6953
VIB019,2024-01-02T23:00:00,vibration,-0.9877
VIB020,2024-01-02T23:00:00,vibration,-0.0323
VIB021,2024-01-02T23:00:00,vibration,0.0943
VIB022,2024-01-02T23:00:00,vibration,0.9049
VIB023,2024-01-02T23:00:00,vibration,-0.4751
VIB024,2024-01-02T23:00:00,vibration,-1.8667
VIB025,2024-01-02T23:00:00,vibration,0.5048
VIB026,2024-01-02T23:00:00,vibration,-1.8693
VIB027,2024-01-02T23:00:00,vibration,-0.404
VIB028,2024-01-02T23:00:00,vibration,-1.6983
VIB029,2024-01-02T23:00:00,vibration,1.918
VIB030,2024-01-02T23:00:00,vibration,-1.2185
VIB031,2024-01-02T23:00:00,vibration,0.0367
VIB032,2024-01-02T23:00:00,vibration,-0.1807
VIB033,2024-01-02T23:00:00,vibration,-1.6957
VIB034,2024-01-02T23:00:00,vibration,1.4659
VIB035,2024-01-02T23:00:00,vibration,0.6543
VIB036,2024-01-02T23:00:00,vibration,-0.4882
VIB037,2024-01-02T23:00:00,vibration,-1.3071
VIB038,2024-01-02T23:00:00,vibration,-1.0776
VIB039,2024-01-02T23:00:00,vibration,-1.7629
VIB040,2024-01-02T23:00:00,vibration,-0.2925
VIB041,2024-01-02T23:00:00,vibration,0.242
VIB042,2024-01-02T23:00:00,vibration,1.2323
VIB043,2024-01-02T23:00:00,vibration,0.8178
VIB044,2024-01-02T23:00:00,vibration,0.8478
VIB045,2024-01-02T23:00:00,vibration,0.403
VIB046,2024-01-02T23:00:00,vibration,0.3146
VIB047,2024-01-02T23:00:00,vibration,-0.199
VIB048,2024-01-02T23:00:00,vibration,0.7173
VIB049,2024-01-02T23:00:00,vibration,-0.6204
VIB050,2024-01-02T23:00:00,vibration,-0.0776
VIB051,2024-01-02T23:00:00,vibration,0.1503
VIB052,2024-01-02T23:00:00,vibration,0.734
VIB053,2024-01-02T23:00:00,vibration,-0.5204
VIB054,2024-01-02T23:00:00,vibration,1.7267
VIB055,2024-01-02T23:00:00,vibration,2.5904
VIB056,2024-01-02T23:00:00,vibration,-1.569
VIB057,2024-01-02T23:00:00,vibration,0.4836
VIB058,2024-01-02T23:00:00,vibration,1.2644
VIB059,2024-01-02T23:00:00,vibration,-0.5589
VIB060,2024-01-02T23:00:00,vibration,0.6139
VIB061,2024-01-02T23:00:00,vibration,-0.6082
VIB062,2024-01-02T23:00:00,vibration,-0.6102
VIB063,2024-01-02T23:00:00,vibration,-0.1237
VIB064,2024-01-02T23:00:00,vibration,-1.0198
VIB065,2024-01-02T23:00:00,vibration,-0.2283
VIB066,2024-01-02T23:00:00,vibration,-1.0115
VIB067,2024-01-02T23:00:00,vibration,0.0004
VIB068,2024-01-02T23:00:00,vibration,0.0623
VIB069,2024-01-02T23:00:00,vibration,0.2129
VIB070,2024-01-02T23:00:00,vibration,0.4477
VIB071,2024-01-02T23:00:00,vibration,0.2639
VIB072,2024-01-02T23:00:00,vibration,0.8288
VIB073,2024-01-02T23:00:00,vibration,-0.5955
VIB074,2024-01-02T23:00:00,vibration,0.9365
VIB075,2024-01-02T23:00:00,vibration,0.4111
VIB076,2024-01-02T23:00:00,vibration,-0.1144
VIB077,2024-01-02T23:00:00,vibration,-0.5406
VIB078,2024-01-02T23:00:00,vibration,-1.5983
VIB079,2024-01-02T23:00:00,vibration,-1.1548
VIB080,2024-01-02T23:00:00,vibration,1.6223
DIS001,2024-01-02T23:00:00,displacement,-0.005758
DIS002,2024-01-02T23:00:00,displacement,-0.003475
DIS003,2024-01-02T23:00:00,displacement,-0.001302
DIS004,2024-01-02T23:00:00,displacement,1.5e-05
DIS005,2024-01-02T23:00:00,displacement,-0.002044
DIS006,2024-01-02T23:00:00,displacement,0.003116
DIS007,2024-01-02T23:00:00,displacement,0.00114
DIS008,2024-01-02T23:00:00,displacement,0.00271
DIS009,2024-01-02T23:00:00,displacement,0.006826
DIS010,2024-01-02T23:00:00,displacement,0.001084
DIS011,2024-01-02T23:00:00,displacement,-0.001187
DIS012,2024-01-02T23:00:00,displacement,-0.01104
DIS013,2024-01-02T23:00:00,displacement,0.011407
DIS014,2024-01-02T23:00:00,displacement,0.008501
DIS015,2024-01-02T23:00:00,displacement,0.006332
DIS016,2024-01-02T23:00:00,displacement,0.000945
DIS017,2024-01-02T23:00:00,displacement,-0.000582
DIS018,2024-01-02T23:00:00,displacement,-0.000113
DIS019,2024-01-02T23:00:00,displacement,0.001775
DIS020,2024-01-02T23:00:00,displacement,0.004109
DIS021,2024-01-02T23:00:00,displacement,-0.003792
DIS022,2024-01-02T23:00:00,displacement,-0.00186
DIS023,2024-01-02T23:00:00,displacement,-0.001504
DIS024,2024-01-02T23:00:00,displacement,0.002687
DIS025,2024-01-02T23:00:00,displacement,0.004936
DIS026,2024-01-02T23:00:00,displacement,0.006425
DIS027,2024-01-02T23:00:00,displacement,0.001274
DIS028,2024-01-02T23:00:00,displacement,0.009071
DIS029,2024-01-02T23:00:00,displacement,0.000475
DIS030,2024-01-02T23:00:00,displacement,0.008799
DIS031,2024-01-02T23:00:00,displacement,0.004987
DIS032,2024-01-02T23:00:00,displacement,-0.001703
DIS033,2024-01-02T23:00:00,displacement,0.011591
DIS034,2024-01-02T23:00:00,displacement,-0.007031
DIS035,2024-01-02T23:00:00,displacement,0.007607
DIS036,2024-01-02T23:00:00,displacement,-0.000966
DIS037,2024-01-02T23:00:00,displacement,-0.009013
DIS038,2024-01-02T23:00:00,displacement,0.012262
DIS039,2024-01-02T23:00:00,displacement,0.001849
DIS040,2024-01-02T23:00:00,displacement,-0.001088
DIS041,2024-01-02T23:00:00,displacement,-0.001019
DIS042,2024-01-02T23:00:00,displacement,0.005402
DIS043,2024-01-02T23:00:00,displacement,0.000542
DIS044,2024-01-02T23:00:00,displacement,0.010663
DIS045,2024-01-02T23:00:00,displacement,-0.002163
DIS046,2024-01-02T23:00:00,displacement,-0.00565
DIS047,2024-01-02T23:00:00,displacement,0.001817
DIS048,2024-01-02T23:00:00,displacement,0.002157
DIS049,2024-01-02T23:00:00,displacement,-0.004848
DIS050,2024-01-02T23:00:00,displacement,-0.006619
DIS051,2024-01-02T23:00:00,displacement,-0.004138
DIS052,2024-01-02T23:00:00,displacement,-0.001821
DIS053,2024-01-02T23:00:00,displacement,-0.003597
DIS054,2024-01-02T23:00:00,displacement,0.006783
DIS055,2024-01-02T23:00:00,displacement,-0.001258
DIS056,2024-01-02T23:00:00,displacement,0.007195
DIS057,2024-01-02T23:00:00,displacement,-0.010915
DIS058,2024-01-02T23:00:00,displacement,0.002408
DIS059,2024-01-02T23:00:00,displacement,0.001192
