zone_id,timestamp,temperature,humidity,wind_speed,air_quality
Zone02,2024-01-02T17:30:00,25.69,62.39,1.94,43.33
Zone03,2024-01-02T17:30:00,22.57,88.53,3.68,33.66
Zone04,2024-01-02T17:30:00,27.42,59.04,2.31,34.81
Zone05,2024-01-02T17:30:00,23.88,47.0,2.62,21.44
Zone06,2024-01-02T17:30:00,17.91,49.61,4.59,69.11
Zone07,2024-01-02T17:30:00,29.82,46.28,2.17,65.93
Zone08,2024-01-02T17:30:00,27.97,63.6,1.19,68.94
Zone09,2024-01-02T17:30:00,29.52,57.95,2.0,41.84
Zone10,2024-01-02T17:30:00,28.37,69.63,2.47,46.69
Zone11,2024-01-02T17:30:00,27.37,60.6,2.95,31.53
Zone12,2024-01-02T17:30:00,19.17,71.35,2.71,56.41
Zone01,2024-01-02T18:00:00,24.27,67.59,2.36,34.89
Zone02,2024-01-02T18:00:00,23.4,67.62,2.62,47.93
Zone03,2024-01-02T18:00:00,26.4,55.62,1.54,63.73
Zone04,2024-01-02T18:00:00,32.75,50.19,2.65,43.03
Zone05,2024-01-02T18:00:00,30.8,70.17,3.49,49.56
Zone06,2024-01-02T18:00:00,28.69,57.87,3.6,26.49
Zone07,2024-01-02T18:00:00,27.09,74.83,3.84,20.79
Zone08,2024-01-02T18:00:00,22.95,71.22,1.86,37.21
Zone09,2024-01-02T18:00:00,17.42,65.47,3.45,23.0
Zone10,2024-01-02T18:00:00,26.8,64.79,5.37,31.23
Zone11,2024-01-02T18:00:00,26.77,58.49,2.78,75.03
Zone12,2024-01-02T18:00:00,33.41,67.59,4.8,42.66
Zone01,2024-01-02T18:30:00,25.48,54.5,1.84,34.97
Zone02,2024-01-02T18:30:00,26.64,61.64,4.17,49.42
Zone03,2024-01-02T18:30:00,24.86,63.81,3.57,46.78
Zone04,2024-01-02T18:30:00,23.43,70.54,3.6,58.77
Zone05,2024-01-02T18:30:00,27.21,58.89,2.01,39.03
Zone06,2024-01-02T18:30:00,22.33,47.55,2.17,80.23
Zone07,2024-01-02T18:30:00,20.71,60.25,3.13,62.59
Zone08,2024-01-02T18:30:00,21.69,84.96,3.65,56.83
Zone09,2024-01-02T18:30:00,24.49,61.26,2.05,51.29
Zone10,2024-01-02T18:30:00,21.52,40.77,4.31,24.62
Zone11,2024-01-02T18:30:00,23.85,58.86,3.19,55.08
Zone12,2024-01-02T18:30:00,28.09,52.45,5.4,39.98
Zone01,2024-01-02T19:00:00,20.75,54.2,1.91,19.74
Zone02,2024-01-02T19:00:00,22.34,47.3,3.16,39.23
Zone03,2024-01-02T19:00:00,24.56,57.66,3.83,47.7
Zone04,2024-01-02T19:00:00,24.19,57.42,2.43,42.74
Zone05,2024-01-02T19:00:00,22.35,59.42,4.45,56.91
Zone06,2024-01-02T19:00:00,26.79,53.65,2.73,59.11
Zone07,2024-01-02T19:00:00,29.79,69.1,2.91,101.04
Zone08,2024-01-02T19:00:00,23.04,58.98,3.25,65.62
Zone09,2024-01-02T19:00:00,26.51,53.93,4.1,41.96
Zone10,2024-01-02T19:00:00,21.54,69.39,4.75,61.16
Zone11,2024-01-02T19:00:00,20.62,56.85,1.77,28.47
Zone12,2024-01-02T19:00:00,27.1,51.38,2.55,56.3
Zone01,2024-01-02T19:30:00,23.91,58.77,1.77,36.69
Zone02,2024-01-02T19:30:00,29.5,69.63,2.54,45.18
Zone03,2024-01-02T19:30:00,28.72,31.69,3.75,52.89
Zone04,2024-01-02T19:30:00,21.47,47.13,2.87,40.36
Zone05,2024-01-02T19:30:00,27.66,55.27,3.34,57.9
Zone06,2024-01-02T19:30:00,23.05,56.26,3.7,51.87
Zone07,2024-01-02T19:30:00,21.38,73.88,3.03,27.84
Zone08,2024-01-02T19:30:00,27.83,68.65,3.52,29.17
Zone09,2024-01-02T19:30:00,22.02,66.22,1.32,53.8
Zone10,2024-01-02T19:30:00,20.64,68.24,3.64,54.22
Zone11,2024-01-02T19:30:00,19.79,63.62,5.22,41.58
Zone12,2024-01-02T19:30:00,21.05,43.51,3.51,61.19
Zone01,2024-01-02T20:00:00,29.84,57.02,2.6,44.32
Zone02,2024-01-02T20:00:00,27.79,73.27,3.36,50.88
Zone03,2024-01-02T20:00:00,23.9,59.95,3.08,66.09
Zone04,2024-01-02T20:00:00,29.58,55.34,2.97,71.06
Zone05,2024-01-02T20:00:00,21.54,63.0,2.7,51.09
Zone06,2024-01-02T20:00:00,21.96,56.54,2.11,53.27
Zone07,2024-01-02T20:00:00,25.76,46.79,2.93,49.61
Zone08,2024-01-02T20:00:00,27.4,63.37,2.44,45.02
Zone09,2024-01-02T20:00:00,27.65,56.78,3.75,67.66
Zone10,2024-01-02T20:00:00,28.02,47.62,2.33,68.24
Zone11,2024-01-02T20:00:00,24.58,54.26,2.58,67.82
Zone12,2024-01-02T20:00:00,25.73,60.04,1.8,60.83
Zone01,2024-01-02T20:30:00,24.12,69.69,3.56,48.58
Zone02,2024-01-02T20:30:00,28.31,59.28,2.67,56.66
Zone03,2024-01-02T20:30:00,30.93,73.47,3.81,57.38
Zone04,2024-01-02T20:30:00,23.94,59.54,1.9,68.35
Zone05,2024-01-02T20:30:00,23.78,58.91,3.08,38.89
Zone06,2024-01-02T20:30:00,26.12,60.26,2.73,42.45
Zone07,2024-01-02T20:30:00,25.64,71.83,5.32,36.04
Zone08,2024-01-02T20:30:00,22.92,44.7,3.92,41.79
Zone09,2024-01-02T20:30:00,28.62,64.37,1.27,49.47
Zone10,2024-01-02T20:30:00,23.27,70.06,0.44,29.7
Zone11,2024-01-02T20:30:00,26.22,54.06,1.92,30.17
Zone12,2024-01-02T20:30:00,25.13,57.52,2.49,70.68
Zone01,2024-01-02T21:00:00,23.52,60.82,2.15,42.48
Zone02,2024-01-02T21:00:00,21.72,42.09,3.13,48.95
Zone03,2024-01-02T21:00:00,23.41,54.34,1.34,34.9
Zone04,2024-01-02T21:00:00,21.75,36.64,4.33,38.59
Zone05,2024-01-02T21:00:00,22.7,66.99,2.46,54.05
Zone06,2024-01-02T21:00:00,26.57,63.43,2.9,34.09
Zone07,2024-01-02T21:00:00,23.92,62.01,1.44,72.24
Zone08,2024-01-02T21:00:00,25.45,59.5,2.18,55.24
Zone09,2024-01-02T21:00:00,23.96,42.51,2.61,50.79
Zone10,2024-01-02T21:00:00,21.97,77.38,5.48,52.68
Zone11,2024-01-02T21:00:00,20.83,54.75,3.28,57.25
Zone12,2024-01-02T21:00:00,27.83,79.32,3.72,25.02
Zone01,2024-01-02T21:30:00,21.07,55.58,4.6,77.14
Zone02,2024-01-02T21:30:00,27.23,54.29,2.27,31.05
Zone03,2024-01-02T21:30:00,24.45,62.52,2.21,45.73
Zone04,2024-01-02T21:30:00,25.32,69.67,1.66,30.83
Zone05,2024-01-02T21:30:00,24.71,54.27,3.67,86.09
Zone06,2024-01-02T21:30:00,23.06,78.61,3.27,52.14
Zone07,2024-01-02T21:30:00,26.94,49.37,3.62,64.71
Zone08,2024-01-02T21:30:00,26.13,63.06,2.83,36.98
Zone09,2024-01-02T21:30:00,25.35,54.04,5.22,72.17
Zone10,2024-01-02T21:30:00,24.46,59.97,2.94,44.53
Zone11,2024-01-02T21:30:00,19.88,93.65,3.78,51.42
Zone12,2024-01-02T21:30:00,28.29,63.22,3.99,72.35
Zone01,2024-01-02T22:00:00,25.7,47.84,2.06,44.19
Zone02,2024-01-02T22:00:00,21.95,68.76,2.61,57.76
Zone03,2024-01-02T22:00:00,25.24,59.03,2.43,44.37
Zone04,2024-01-02T22:00:00,25.26,60.59,4.27,54.83
Zone05,2024-01-02T22:00:00,25.48,78.93,2.53,33.06
Zone06,2024-01-02T22:00:00,29.99,58.11,4.47,38.34
Zone07,2024-01-02T22:00:00,18.77,63.5,1.9,41.18
Zone08,2024-01-02T22:00:00,23.48,48.76,1.91,52.37
Zone09,2024-01-02T22:00:00,26.71,63.5,2.02,53.52
Zone10,2024-01-02T22:00:00,23.85,54.98,2.56,67.94
Zone11,2024-01-02T22:00:00,25.33,60.37,2.72,43.87
Zone12,2024-01-02T22:00:00,21.22,61.76,3.32,53.99
Zone01,2024-01-02T22:30:00,26.39,58.07,0.6,51.52
Zone02,2024-01-02T22:30:00,23.74,56.53,3.63,47.9
Zone03,2024-01-02T22:30:00,29.94,52.3,3.24,74.45
Zone04,2024-01-02T22:30:00,25.63,61.54,3.15,65.82
Zone05,2024-01-02T22:30:00,25.5,54.72,3.37,68.78
Zone06,2024-01-02T22:30:00,25.53,78.66,2.86,51.18
Zone07,2024-01-02T22:30:00,27.03,78.91,1.92,74.64
Zone08,2024-01-02T22:30:00,28.85,73.58,2.53,35.84
Zone09,2024-01-02T22:30:00,21.41,63.99,4.97,47.12
Zone10,2024-01-02T22:30:00,21.88,50.66,2.86,73.03
Zone11,2024-01-02T22:30:00,25.6,64.33,2.76,59.88
Zone12,2024-01-02T22:30:00,27.0,55.11,4.4,36.76
Zone01,2024-01-02T23:00:00,23.76,54.96,2.9,55.82
Zone02,2024-01-02T23:00:00,24.89,60.67,2.08,49.59
Zone03,2024-01-02T23:00:00,28.71,59.61,3.33,40.48
Zone04,2024-01-02T23:00:00,25.45,59.28,3.34,63.72
Zone05,2024-01-02T23:00:00,27.65,64.58,3.58,43.36
Zone06,2024-01-02T23:00:00,27.31,76.28,2.8,32.94
Zone07,2024-01-02T23:00:00,22.19,65.46,0.48,52.78
Zone08,2024-01-02T23:00:00,23.4,71.32,3.11,49.63
Zone09,2024-01-02T23:00:00,22.88,58.23,0.89,74.4
Zone10,2024-01-02T23:00:00,27.11,68.98,4.64,69.41
Zone11,2024-01-02T23:00:00,28.91,65.36,2.99,52.92
Zone12,2024-01-02T23:00:00,24.86,50.82,5.03,37.53
Zone01,2024-01-02T23:30:00,25.71,57.32,2.14,59.21
Zone02,2024-01-02T23:30:00,26.1,54.17,1.72,71.21
Zone03,2024-01-02T23:30:00,22.73,62.97,3.15,36.1
Zone04,2024-01-02T23:30:00,23.62,53.0,3.33,38.94
Zone05,2024-01-02T23:30:00,22.66,62.5,1.39,57.67
Zone06,2024-01-02T23:30:00,26.56,43.75,2.82,64.82
Zone07,2024-01-02T23:30:00,26.16,59.28,0.56,60.15
Zone08,2024-01-02T23:30:00,28.86,64.16,3.81,56.47
Zone09,2024-01-02T23:30:00,26.21,53.25,3.32,38.94
Zone10,2024-01-02T23:30:00,23.35,56.31,2.92,49.4
Zone11,2024-01-02T23:30:00,28.65,57.44,2.68,48.08
Zone12,2024-01-02T23:30:00,23.15,60.16,4.89,39.81
Zone01,2024-01-03T00:00:00,23.06,65.38,2.5,46.25
Zone02,2024-01-03T00:00:00,23.1,53.49,4.28,43.27
Zone03,2024-01-03T00:00:00,26.66,73.87,4.97,63.88
Zone04,2024-01-03T00:00:00,29.42,61.02,2.9,34.59
Zone05,2024-01-03T00:00:00,23.25,65.29,3.23,54.68
Zone06,2024-01-03T00:00:00,22.53,47.94,4.67,66.57
Zone07,2024-01-03T00:00:00,27.88,61.63,2.29,48.69
Zone08,2024-01-03T00:00:00,22.5,55.11,3.08,48.73
Zone09,2024-01-03T00:00:00,22.4,67.25,2.62,34.88
Zone10,2024-01-03T00:00:00,23.38,52.16,2.11,44.89
Zone11,2024-01-03T00:00:00,23.4,59.82,2.35,67.09
Zone12,2024-01-03T00:00:00,23.14,55.05,1.53,31.57
Zone01,2024-01-03T00:30:00,27.93,62.1,4.55,45.12
Zone02,2024-01-03T00:30:00,25.91,60.22,1.72,46.71
Zone03,2024-01-03T00:30:00,22.2,47.28,4.6,56.44
Zone04,2024-01-03T00:30:00,23.51,56.47,5.01,48.8
Zone05,2024-01-03T00:30:00,23.63,80.86,2.72,60.81
Zone06,2024-01-03T00:30:00,26.78,50.3,3.57,26.65
Zone07,2024-01-03T00:30:00,29.96,55.91,3.28,49.24
Zone08,2024-01-03T00:30:00,26.46,71.44,3.53,44.48
Zone09,2024-01-03T00:30:00,28.04,65.13,4.04,76.05
Zone10,2024-01-03T00:30:00,31.92,65.05,2.64,68.15
Zone11,2024-01-03T00:30:00,22.79,63.22,2.3,47.79
Zone12,2024-01-03T00:30:00,27.34,61.23,3.14,53.54
Zone01,2024-01-03T01:00:00,23.04,47.88,2.17,53.4
Zone02,2024-01-03T01:00:00,20.33,47.03,3.79,15.13
Zone03,2024-01-03T01:00:00,23.7,48.24,3.54,65.74
Zone04,2024-01-03T01:00:00,27.66,49.98,3.28,49.2
Zone05,2024-01-03T01:00:00,20.93,67.17,2.88,27.93
Zone06,2024-01-03T01:00:00,23.79,63.13,3.72,46.43
Zone07,2024-01-03T01:00:00,18.49,59.6,3.72,22.38
Zone08,2024-01-03T01:00:00,19.22,58.24,4.34,49.47
Zone09,2024-01-03T01:00:00,28.1,59.36,2.93,35.25
Zone10,2024-01-03T01:00:00,24.53,57.74,2.62,38.91
Zone11,2024-01-03T01:00:00,22.96,73.34,2.23,58.75
Zone12,2024-01-03T01:00:00,26.54,61.0,2.51,64.5
Zone01,2024-01-03T01:30:00,29.09,51.73,2.96,43.31
Zone02,2024-01-03T01:30:00,27.46,55.7,3.41,46.84
Zone03,2024-01-03T01:30:00,23.59,67.98,2.86,41.28
Zone04,2024-01-03T01:30:00,30.03,57.24,4.35,57.85
Zone05,2024-01-03T01:30:00,25.78,60.93,2.78,39.18
Zone06,2024-01-03T01:30:00,23.07,52.19,4.29,61.73
Zone07,2024-01-03T01:30:00,24.58,38.14,3.52,45.77
Zone08,2024-01-03T01:30:00,25.79,72.59,3.41,60.46
Zone09,2024-01-03T01:30:00,24.08,51.14,3.19,60.2
Zone10,2024-01-03T01:30:00,28.01,46.01,2.13,48.15
Zone11,2024-01-03T01:30:00,23.68,61.48,1.38,67.98
Zone12,2024-01-03T01:30:00,21.11,50.29,2.93,32.84
Zone01,2024-01-03T02:00:00,27.94,60.59,3.21,28.06
Zone02,2024-01-03T02:00:00,25.65,55.99,1.73,48.06
Zone03,2024-01-03T02:00:00,30.84,45.48,4.91,71.73
Zone04,2024-01-03T02:00:00,20.98,69.24,3.46,66.7
Zone05,2024-01-03T02:00:00,25.98,45.66,2.86,47.55
Zone06,2024-01-03T02:00:00,26.53,63.06,2.23,59.46
Zone07,2024-01-03T02:00:00,17.28,54.26,2.78,55.15
Zone08,2024-01-03T02:00:00,27.2,49.22,3.73,41.76
Zone09,2024-01-03T02:00:00,27.11,49.58,4.07,67.14
Zone10,2024-01-03T02:00:00,27.05,68.16,2.12,34.27
Zone11,2024-01-03T02:00:00,23.91,63.52,1.99,66.28
Zone12,2024-01-03T02:00:00,23.91,64.85,5.09,59.12
Zone01,2024-01-03T02:30:00,25.81,59.79,4.12,47.78
Zone02,2024-01-03T02:30:00,19.64,48.82,2.35,59.28
Zone03,2024-01-03T02:30:00,22.92,57.51,3.61,64.41
Zone04,2024-01-03T02:30:00,24.65,52.74,3.12,83.0
Zone05,2024-01-03T02:30:00,22.61,69.22,3.05,56.33
Zone06,2024-01-03T02:30:00,23.62,66.73,1.51,73.94
Zone07,2024-01-03T02:30:00,23.08,53.53,3.51,45.52
Zone08,2024-01-03T02:30:00,18.23,56.54,3.65,18.68
Zone09,2024-01-03T02:30:00,22.96,73.5,3.04,45.22
Zone10,2024-01-03T02:30:00,22.96,76.45,3.44,43.87
Zone11,2024-01-03T02:30:00,22.51,68.05,3.48,40.67
Zone12,2024-01-03T02:30:00,20.79,62.85,1.77,48.59
Zone01,2024-01-03T03:00:00,21.9,68.22,1.45,73.81
Zone02,2024-01-03T03:00:00,25.42,44.13,3.59,35.13
Zone03,2024-01-03T03:00:00,26.01,68.21,3.34,61.33
Zone04,2024-01-03T03:00:00,23.34,61.74,2.79,30.06
Zone05,2024-01-03T03:00:00,23.52,51.55,3.53,32.3
Zone06,2024-01-03T03:00:00,23.53,50.4,2.5,74.19
Zone07,2024-01-03T03:00:00,25.43,61.06,2.55,43.47
Zone08,2024-01-03T03:00:00,22.97,45.48,3.12,29.76
Zone09,2024-01-03T03:00:00,21.31,57.36,3.12,69.59
Zone10,2024-01-03T03:00:00,27.16,64.78,3.27,57.58
Zone11,2024-01-03T03:00:00,24.36,48.76,2.84,45.21
Zone12,2024-01-03T03:00:00,27.9,66.29,2.28,58.89
Zone01,2024-01-03T03:30:00,23.64,68.48,3.21,43.99
Zone02,2024-01-03T03:30:00,25.18,40.33,2.83,45.54
Zone03,2024-01-03T03:30:00,24.63,72.65,4.01,10.83
Zone04,2024-01-03T03:30:00,23.46,51.44,3.97,25.27
Zone05,2024-01-03T03:30:00,28.05,58.15,2.66,51.24
Zone06,2024-01-03T03:30:00,20.41,60.44,1.84,72.3
Zone07,2024-01-03T03:30:00,23.56,70.45,2.99,14.82
Zone08,2024-01-03T03:30:00,31.7,66.77,2.54,23.77
Zone09,2024-01-03T03:30:00,21.11,62.67,1.84,38.07
Zone10,2024-01-03T03:30:00,27.47,71.35,2.73,49.35
Zone11,2024-01-03T03:30:00,25.56,75.15,4.23,76.62
Zone12,2024-01-03T03:30:00,27.08,56.97,3.31,68.3
Zone01,2024-01-03T04:00:00,23.32,56.49,3.1,63.02
Zone02,2024-01-03T04:00:00,22.2,51.37,1.66,29.07
Zone03,2024-01-03T04:00:00,26.2,61.55,3.47,48.8
Zone04,2024-01-03T04:00:00,25.67,45.52,3.81,54.04
Zone05,2024-01-03T04:00:00,25.8,53.17,3.48,39.88
Zone06,2024-01-03T04:00:00,30.16,59.26,2.79,54.42
Zone07,2024-01-03T04:00:00,20.72,43.95,3.08,75.97
Zone08,2024-01-03T04:00:00,22.93,63.85,3.1,70.35
Zone09,2024-01-03T04:00:00,24.04,65.39,3.79,25.8
Zone10,2024-01-03T04:00:00,29.32,60.03,2.68,28.39
Zone11,2024-01-03T04:00:00,20.83,47.36,3.04,95.94
Zone12,2024-01-03T04:00:00,25.73,69.16,0.3,57.26
Zone01,2024-01-03T04:30:00,26.13,48.45,2.08,64.93
Zone02,2024-01-03T04:30:00,31.95,62.67,3.34,70.22
Zone03,2024-01-03T04:30:00,20.1,52.67,3.44,32.25
Zone04,2024-01-03T04:30:00,28.62,61.29,1.9,71.3
Zone05,2024-01-03T04:30:00,22.11,60.64,3.39,39.74
Zone06,2024-01-03T04:30:00,26.39,63.43,1.88,39.46
Zone07,2024-01-03T04:30:00,28.04,54.77,2.76,78.16
Zone08,2024-01-03T04:30:00,28.06,61.96,2.42,53.58
Zone09,2024-01-03T04:30:00,22.94,46.96,2.37,44.82
Zone10,2024-01-03T04:30:00,24.27,61.38,1.49,49.31
Zone11,2024-01-03T04:30:00,27.53,90.38,3.32,44.23
Zone12,2024-01-03T04:30:00,22.13,52.84,1.73,55.98
Zone01,2024-01-03T05:00:00,26.72,54.95,2.72,65.36
Zone02,2024-01-03T05:00:00,24.43,69.19,2.57,55.22
Zone03,2024-01-03T05:00:00,28.19,55.82,3.33,32.46
Zone04,2024-01-03T05:00:00,19.58,45.07,2.68,61.28
Zone05,2024-01-03T05:00:00,24.92,55.28,5.15,60.07
Zone06,2024-01-03T05:00:00,24.9,66.28,3.65,56.64
Zone07,2024-01-03T05:00:00,17.99,47.19,3.54,46.56
Zone08,2024-01-03T05:00:00,29.99,69.81,2.26,50.31
Zone09,2024-01-03T05:00:00,27.84,74.24,4.44,58.93
Zone10,2024-01-03T05:00:00,27.08,46.73,3.31,51.33
Zone11,2024-01-03T05:00:00,26.82,47.32,3.03,41.55
Zone12,2024-01-03T05:00:00,22.14,74.4,4.13,46.81
Zone01,2024-01-03T05:30:00,19.63,68.91,2.59,39.02
Zone02,2024-01-03T05:30:00,25.45,59.24,2.96,22.25
Zone03,2024-01-03T05:30:00,29.32,59.21,2.59,60.55
Zone04,2024-01-03T05:30:00,26.45,66.28,2.95,43.72
Zone05,2024-01-03T05:30:00,23.68,76.58,3.24,47.6
Zone06,2024-01-03T05:30:00,25.6,66.64,3.78,45.27
Zone07,2024-01-03T05:30:00,25.95,77.94,-0.39,67.43
Zone08,2024-01-03T05:30:00,23.77,56.03,1.95,47.12
Zone09,2024-01-03T05:30:00,27.16,77.91,1.82,42.69
Zone10,2024-01-03T05:30:00,28.03,79.53,1.52,55.91
Zone11,2024-01-03T05:30:00,29.68,58.38,4.0,59.62
Zone12,2024-01-03T05:30:00,28.35,73.81,2.44,43.59
Zone01,2024-01-03T06:00:00,29.39,48.5,2.55,32.59
Zone02,2024-01-03T06:00:00,28.77,52.22,2.39,45.66
Zone03,2024-01-03T06:00:00,22.06,50.06,3.62,28.06
Zone04,2024-01-03T06:00:00,25.41,62.34,4.05,46.45
Zone05,2024-01-03T06:00:00,26.61,75.07,2.58,35.47
Zone06,2024-01-03T06:00:00,23.2,55.99,2.69,34.56
Zone07,2024-01-03T06:00:00,22.64,49.62,0.45,64.79
Zone08,2024-01-03T06:00:00,19.52,69.76,3.79,45.64
Zone09,2024-01-03T06:00:00,25.55,51.88,3.45,50.06
Zone10,2024-01-03T06:00:00,28.89,66.68,4.25,48.27
Zone11,2024-01-03T06:00:00,24.83,50.76,3.36,72.33
Zone12,2024-01-03T06:00:00,21.76,56.44,2.45,69.94
Zone01,2024-01-03T06:30:00,21.03,63.59,4.04,44.16
Zone02,2024-01-03T06:30:00,21.34,47.42,2.46,42.49
Zone03,2024-01-03T06:30:00,24.4,72.58,3.39,42.45
Zone04,2024-01-03T06:30:00,22.98,46.03,2.92,38.82
Zone05,2024-01-03T06:30:00,21.65,69.39,4.52,59.18
Zone06,2024-01-03T06:30:00,27.23,69.77,2.21,51.08
Zone07,2024-01-03T06:30:00,25.67,38.24,3.35,30.93
Zone08,2024-01-03T06:30:00,28.23,60.45,4.44,39.83
Zone09,2024-01-03T06:30:00,26.13,40.48,4.41,58.6
Zone10,2024-01-03T06:30:00,25.85,68.46,2.54,59.27
Zone11,2024-01-03T06:30:00,27.31,56.61,2.0,59.16
Zone12,2024-01-03T06:30:00,22.61,57.49,1.59,66.04
Zone01,2024-01-03T07:00:00,24.72,56.3,3.12,55.7
Zone02,2024-01-03T07:00:00,24.16,59.79,2.88,41.78
Zone03,2024-01-03T07:00:00,24.77,67.0,2.86,42.93
Zone04,2024-01-03T07:00:00,19.96,66.8,3.15,49.7
Zone05,2024-01-03T07:00:00,24.46,43.71,3.23,55.59
Zone06,2024-01-03T07:00:00,30.52,58.02,3.52,54.51
Zone07,2024-01-03T07:00:00,24.7,52.4,2.3,39.29
Zone08,2024-01-03T07:00:00,31.1,74.82,3.94,55.11
Zone09,2024-01-03T07:00:00,23.63,51.87,2.38,-2.84
Zone10,2024-01-03T07:00:00,25.57,66.9,2.2,58.47
Zone11,2024-01-03T07:00:00,22.35,62.14,1.69,58.29
Zone12,2024-01-03T07:00:00,22.89,72.24,1.88,73.56
Zone01,2024-01-03T07:30:00,22.51,70.96,4.64,49.78
Zone02,2024-01-03T07:30:00,25.06,64.38,3.99,77.27
Zone03,2024-01-03T07:30:00,23.88,86.51,3.96,62.42
Zone04,2024-01-03T07:30:00,23.53,47.32,2.67,48.75
Zone05,2024-01-03T07:30:00,31.46,46.68,2.23,70.9
Zone06,2024-01-03T07:30:00,28.07,50.88,4.82,40.1
Zone07,2024-01-03T07:30:00,23.67,73.39,2.96,31.83
Zone08,2024-01-03T07:30:00,24.36,52.12,3.88,76.54
Zone09,2024-01-03T07:30:00,26.15,60.45,2.98,61.98
Zone10,2024-01-03T07:30:00,22.58,56.52,5.31,60.73
Zone11,2024-01-03T07:30:00,24.5,50.98,2.91,29.2
Zone12,2024-01-03T07:30:00,28.49,50.11,3.03,54.15
Zone01,2024-01-03T08:00:00,23.87,46.44,5.19,44.33
Zone02,2024-01-03T08:00:00,27.78,61.41,2.8,33.25
Zone03,2024-01-03T08:00:00,26.5,47.5,1.89,61.71
Zone04,2024-01-03T08:00:00,26.86,61.76,3.34,44.61
Zone05,2024-01-03T08:00:00,25.02,54.62,4.19,31.88
Zone06,2024-01-03T08:00:00,27.59,62.94,1.31,66.2
Zone07,2024-01-03T08:00:00,32.01,53.95,3.51,43.71
Zone08,2024-01-03T08:00:00,23.72,58.07,1.71,49.17
Zone09,2024-01-03T08:00:00,28.34,59.07,2.79,61.3
Zone10,2024-01-03T08:00:00,21.95,66.35,2.48,56.14
Zone11,2024-01-03T08:00:00,25.43,51.26,2.69,52.99
Zone12,2024-01-03T08:00:00,23.94,53.35,3.25,41.4
Zone01,2024-01-03T08:30:00,23.05,62.82,4.49,57.21
Zone02,2024-01-03T08:30:00,23.96,54.74,2.94,61.73
Zone03,2024-01-03T08:30:00,28.45,88.89,4.55,71.31
Zone04,2024-01-03T08:30:00,28.17,64.32,5.69,29.21
Zone05,2024-01-03T08:30:00,20.18,53.97,3.36,61.54
Zone06,2024-01-03T08:30:00,25.34,60.47,1.51,57.29
Zone07,2024-01-03T08:30:00,21.89,48.01,4.36,36.46
Zone08,2024-01-03T08:30:00,17.41,63.34,2.16,42.22
Zone09,2024-01-03T08:30:00,26.63,67.18,2.78,18.86
Zone10,2024-01-03T08:30:00,25.41,63.67,3.31,65.37
Zone11,2024-01-03T08:30:00,24.17,66.78,0.85,45.56
Zone12,2024-01-03T08:30:00,32.33,77.21,1.13,32.97
Zone01,2024-01-03T09:00:00,29.5,68.37,4.58,54.37
Zone02,2024-01-03T09:00:00,21.27,59.52,2.59,50.42
Zone03,2024-01-03T09:00:00,24.47,55.97,2.53,56.25
Zone04,2024-01-03T09:00:00,29.81,57.11,1.88,32.54
Zone05,2024-01-03T09:00:00,26.41,62.72,1.84,43.91
Zone06,2024-01-03T09:00:00,28.16,66.61,3.15,63.69
Zone07,2024-01-03T09:00:00,30.03,70.74,2.72,56.97
Zone08,2024-01-03T09:00:00,23.66,67.6,2.63,53.59
Zone09,2024-01-03T09:00:00,20.38,58.18,2.56,40.27
Zone10,2024-01-03T09:00:00,24.7,69.79,3.3,59.05
Zone11,2024-01-03T09:00:00,21.42,50.23,3.43,55.67
Zone12,2024-01-03T09:00:00,27.61,56.0,2.79,42.38
Zone01,2024-01-03T09:30:00,20.69,66.99,1.57,63.66
Zone02,2024-01-03T09:30:00,24.14,59.09,2.41,44.67
Zone03,2024-01-03T09:30:00,28.82,59.22,3.29,45.35
Zone04,2024-01-03T09:30:00,20.53,56.78,3.06,64.33
Zone05,2024-01-03T09:30:00,21.78,58.37,2.69,63.88
Zone06,2024-01-03T09:30:00,27.1,74.18,3.89,36.59
Zone07,2024-01-03T09:30:00,31.03,62.92,2.82,50.53
Zone08,2024-01-03T09:30:00,20.4,68.51,2.11,90.13
Zone09,2024-01-03T09:30:00,24.65,70.69,1.36,53.74
Zone10,2024-01-03T09:30:00,22.78,55.74,3.96,26.88
Zone11,2024-01-03T09:30:00,27.89,65.23,3.83,41.41
Zone12,2024-01-03T09:30:00,23.59,70.43,5.6,45.91
Zone01,2024-01-03T10:00:00,31.82,64.22,4.97,59.14
Zone02,2024-01-03T10:00:00,22.22,57.02,4.27,36.52
Zone03,2024-01-03T10:00:00,29.5,73.06,3.78,26.45
Zone04,2024-01-03T10:00:00,26.16,72.28,3.99,43.46
Zone05,2024-01-03T10:00:00,22.29,64.45,4.05,9.11
Zone06,2024-01-03T10:00:00,24.31,59.25,2.42,45.11
Zone07,2024-01-03T10:00:00,19.7,61.22,3.5,45.12
Zone08,2024-01-03T10:00:00,18.07,74.29,2.88,70.36
Zone09,2024-01-03T10:00:00,25.39,57.8,2.76,26.82
Zone10,2024-01-03T10:00:00,22.83,63.58,3.91,54.65
Zone11,2024-01-03T10:00:00,23.88,59.91,2.48,87.96
Zone12,2024-01-03T10:00:00,31.62,49.34,3.3,47.03
Zone01,2024-01-03T10:30:00,23.87,73.94,3.42,28.44
Zone02,2024-01-03T10:30:00,26.61,56.31,2.55,42.39
Zone03,2024-01-03T10:30:00,22.77,63.56,3.97,12.73
