task_id,timestamp,progress,progress_rate,progress_accel,quality_score
151,2024-12-03T00:00:00,0.0,-0.0138,0.0034,0.8843
151,2024-12-09T00:00:00,1.0,0.123,0.0046,0.9318
152,2024-09-05T00:00:00,0.0,0.0435,-0.0058,0.9089
152,2024-09-12T00:00:00,0.875,0.14,0.0046,0.8778
152,2024-09-13T00:00:00,1.0,0.1739,-0.0027,0.8327
153,2024-04-15T00:00:00,0.0,0.0274,-0.0003,0.8967
153,2024-04-22T00:00:00,0.6364,0.1202,-0.0005,0.9489
153,2024-04-26T00:00:00,1.0,0.1448,-0.01,0.8939
154,2024-05-17T00:00:00,0.0,0.0099,0.0014,0.9529
154,2024-05-24T00:00:00,0.875,0.1178,0.0071,0.9421
154,2024-05-25T00:00:00,1.0,0.1741,0.0009,0.8504
155,2024-12-05T00:00:00,0.0,0.0656,-0.0031,0.9059
155,2024-12-10T00:00:00,1.0,0.1466,0.0056,0.9365
156,2024-02-22T00:00:00,0.0,0.0484,-0.0098,0.8682
156,2024-02-29T00:00:00,0.7,0.1341,0.0014,0.8248
156,2024-03-03T00:00:00,1.0,0.1139,0.001,0.8471
157,2024-07-01T00:00:00,0.0,0.0308,0.0034,0.9601
157,2024-07-08T00:00:00,0.4375,0.0787,-0.0002,0.8963
157,2024-07-15T00:00:00,0.875,0.1342,0.0002,0.9378
157,2024-07-17T00:00:00,1.0,0.1365,-0.0076,0.9845
158,2024-07-02T00:00:00,0.0,0.0718,-0.0055,0.9068
158,2024-07-09T00:00:00,0.5385,0.1241,0.0037,0.9231
158,2024-07-15T00:00:00,1.0,0.1466,0.0086,0.911
159,2024-04-02T00:00:00,0.0,0.0397,0.0044,0.9048
159,2024-04-09T00:00:00,0.35,0.092,0.001,0.9248
159,2024-04-16T00:00:00,0.7,0.1004,-0.0073,0.9717
159,2024-04-22T00:00:00,1.0,0.155,0.0039,0.812
160,2024-10-03T00:00:00,0.0,0.0713,-0.0026,0.8597
160,2024-10-10T00:00:00,0.5833,0.1071,-0.0049,0.8999
160,2024-10-15T00:00:00,1.0,0.1473,0.0053,0.9757
161,2024-01-22T00:00:00,0.0,0.0796,-0.0113,0.8532
161,2024-01-29T00:00:00,0.3182,0.0363,-0.006,0.8675
161,2024-02-05T00:00:00,0.6364,0.1218,-0.0026,0.8754
161,2024-02-12T00:00:00,0.9545,0.1491,-0.0085,0.8581
161,2024-02-13T00:00:00,1.0,0.1399,-0.001,0.9038
162,2024-08-20T00:00:00,0.0,0.08,0.0045,0.8615
162,2024-08-27T00:00:00,0.5,0.0948,-0.0016,0.8743
162,2024-09-03T00:00:00,1.0,0.1555,-0.0093,0.944
163,2024-08-05T00:00:00,0.0,0.0839,-0.0013,0.8855
163,2024-08-12T00:00:00,0.3043,0.0836,0.0051,0.8838
163,2024-08-19T00:00:00,0.6087,0.1295,0.0024,1.0
163,2024-08-26T00:00:00,0.913,0.1347,-0.0099,0.8284
163,2024-08-28T00:00:00,1.0,0.1502,0.0051,0.8674
164,2024-02-16T00:00:00,0.0,0.0454,0.0034,0.8517
164,2024-02-23T00:00:00,0.3889,0.0767,-0.0058,0.9589
164,2024-03-01T00:00:00,0.7778,0.1586,-0.0079,0.8929
164,2024-03-05T00:00:00,1.0,0.1781,0.002,0.8755
165,2024-04-16T00:00:00,0.0,0.0191,0.0058,0.918
165,2024-04-23T00:00:00,0.3043,0.051,0.0059,0.82
165,2024-04-30T00:00:00,0.6087,0.1065,-0.0013,0.9809
165,2024-05-07T00:00:00,0.913,0.1361,-0.0013,0.8318
165,2024-05-09T00:00:00,1.0,0.1372,-0.0041,0.8617
166,2024-09-13T00:00:00,0.0,0.0501,-0.0122,0.8245
166,2024-09-20T00:00:00,0.5385,0.1016,0.0006,0.8883
166,2024-09-26T00:00:00,1.0,0.1492,-0.002,0.8991
167,2024-06-28T00:00:00,0.0,0.0587,0.0021,0.8656
167,2024-07-05T00:00:00,0.3182,0.1001,0.0008,0.9616
167,2024-07-12T00:00:00,0.6364,0.1423,-0.0072,0.857
167,2024-07-19T00:00:00,0.9545,0.1617,-0.0083,0.971
167,2024-07-20T00:00:00,1.0,0.1431,0.0029,0.8942
168,2024-01-28T00:00:00,0.0,0.0222,0.0053,1.0
168,2024-02-04T00:00:00,0.3043,0.0701,-0.0016,0.7675
168,2024-02-11T00:00:00,0.6087,0.1379,0.0046,0.8133
168,2024-02-18T00:00:00,0.913,0.1,-0.0097,0.9323
168,2024-02-20T00:00:00,1.0,0.1649,-0.0046,0.925
169,2024-06-02T00:00:00,0.0,0.0532,-0.0018,0.9485
169,2024-06-09T00:00:00,0.3182,0.0577,0.0057,0.8636
169,2024-06-16T00:00:00,0.6364,0.1493,-0.005,0.8824
169,2024-06-23T00:00:00,0.9545,0.1466,0.0003,0.9245
169,2024-06-24T00:00:00,1.0,0.1243,-0.0002,0.9069
170,2024-01-03T00:00:00,0.0,0.0394,0.002,0.8327
170,2024-01-10T00:00:00,0.4375,0.0872,-0.0038,0.8838
170,2024-01-17T00:00:00,0.875,0.1664,0.0073,0.9635
170,2024-01-19T00:00:00,1.0,0.1408,0.0045,0.9056
171,2024-10-20T00:00:00,0.0,0.0509,-0.0004,0.9879
171,2024-10-27T00:00:00,0.3684,0.1142,0.0037,0.8915
171,2024-11-03T00:00:00,0.7368,0.1245,0.0027,0.8739
171,2024-11-08T00:00:00,1.0,0.1688,-0.0046,0.9196
172,2024-01-28T00:00:00,0.0,0.0042,-0.0028,1.0
172,2024-02-04T00:00:00,0.4375,0.1145,0.0077,0.8666
172,2024-02-11T00:00:00,0.875,0.1396,0.0064,0.9317
172,2024-02-13T00:00:00,1.0,0.1602,0.0082,0.848
173,2024-08-18T00:00:00,0.0,0.0463,-0.0088,0.8452
173,2024-08-25T00:00:00,0.7,0.1415,-0.0046,0.9368
173,2024-08-28T00:00:00,1.0,0.1832,-0.0009,0.926
174,2024-07-30T00:00:00,0.0,0.0649,-0.0061,0.8692
174,2024-08-06T00:00:00,0.3182,0.0617,-0.0027,0.9358
174,2024-08-13T00:00:00,0.6364,0.1017,-0.0002,0.8479
174,2024-08-20T00:00:00,0.9545,0.17,-0.0027,0.9761
174,2024-08-21T00:00:00,1.0,0.1512,-0.007,0.8914
175,2024-08-20T00:00:00,0.0,0.0287,0.0029,0.8869
175,2024-08-27T00:00:00,0.5833,0.1116,-0.0018,0.8722
175,2024-09-01T00:00:00,1.0,0.1305,0.0042,0.8913
176,2024-02-03T00:00:00,0.0,0.0437,-0.001,0.8661
176,2024-02-10T00:00:00,0.2917,0.0729,0.001,0.8483
176,2024-02-17T00:00:00,0.5833,0.0905,0.0069,0.8819
176,2024-02-24T00:00:00,0.875,0.1265,-0.0067,0.9425
176,2024-02-27T00:00:00,1.0,0.1289,-0.0001,0.8146
177,2024-08-23T00:00:00,0.0,0.0664,0.0059,0.9242
177,2024-08-30T00:00:00,0.7,0.0893,0.0042,0.8586
177,2024-09-02T00:00:00,1.0,0.1266,-0.0019,0.8798
178,2024-06-28T00:00:00,0.0,0.0399,0.0064,1.0
178,2024-07-05T00:00:00,0.4667,0.0693,-0.0034,0.9071
178,2024-07-12T00:00:00,0.9333,0.1356,0.002,0.9458
178,2024-07-13T00:00:00,1.0,0.165,0.003,0.983
179,2024-08-16T00:00:00,0.0,0.0182,0.0074,0.8794
179,2024-08-23T00:00:00,0.35,0.1007,-0.0051,0.8546
179,2024-08-30T00:00:00,0.7,0.1332,-0.0096,0.9495
179,2024-09-05T00:00:00,1.0,0.1752,0.0009,0.9071
180,2024-10-03T00:00:00,0.0,0.0333,0.0034,0.9174
180,2024-10-10T00:00:00,0.4667,0.0782,-0.002,0.892
180,2024-10-17T00:00:00,0.9333,0.1355,-0.0068,0.935
180,2024-10-18T00:00:00,1.0,0.1451,0.0001,0.8711
181,2024-12-15T00:00:00,0.0,0.0595,0.001,0.9606
181,2024-12-22T00:00:00,0.5385,0.1135,-0.001,0.863
181,2024-12-28T00:00:00,1.0,0.1673,-0.0014,0.8914
182,2024-09-03T00:00:00,0.0,0.0466,-0.002,0.8923
182,2024-09-10T00:00:00,0.3889,0.1274,-0.0052,0.8593
182,2024-09-17T00:00:00,0.7778,0.1555,-0.0019,0.8775
182,2024-09-21T00:00:00,1.0,0.1707,-0.0071,0.9411
183,2024-02-05T00:00:00,0.0,0.0509,0.0023,0.9223
183,2024-02-12T00:00:00,0.5,0.0874,0.0053,0.8725
183,2024-02-19T00:00:00,1.0,0.1582,0.0062,0.9689
184,2024-08-07T00:00:00,0.0,0.0447,0.0023,0.882
184,2024-08-14T00:00:00,0.5385,0.1539,0.0039,0.9042
184,2024-08-20T00:00:00,1.0,0.1563,0.002,0.9218
185,2024-04-03T00:00:00,0.0,0.0452,-0.002,0.8924
185,2024-04-10T00:00:00,0.4667,0.0739,0.0036,0.8599
185,2024-04-17T00:00:00,0.9333,0.1221,-0.0001,0.8935
185,2024-04-18T00:00:00,1.0,0.155,-0.0028,0.8804
186,2024-07-12T00:00:00,0.0,0.0638,0.0032,0.9295
186,2024-07-19T00:00:00,0.3043,0.0811,0.0008,0.9115
186,2024-07-26T00:00:00,0.6087,0.0977,0.0074,0.9666
186,2024-08-02T00:00:00,0.913,0.1572,-0.0021,0.927
186,2024-08-04T00:00:00,1.0,0.1696,-0.0061,0.9847
187,2024-06-21T00:00:00,0.0,0.0152,0.0035,0.9727
187,2024-06-28T00:00:00,0.5833,0.1061,-0.0008,0.9334
187,2024-07-03T00:00:00,1.0,0.187,-0.0014,0.861
188,2024-04-27T00:00:00,0.0,0.0415,-0.0078,0.9449
188,2024-05-04T00:00:00,0.3684,0.0766,-0.001,0.9455
188,2024-05-11T00:00:00,0.7368,0.1161,0.0038,0.8481
188,2024-05-16T00:00:00,1.0,0.1692,0.0017,0.8956
189,2024-01-20T00:00:00,0.0,0.0526,-0.0064,0.9054
189,2024-01-27T00:00:00,0.7,0.1172,-0.0063,0.8664
189,2024-01-30T00:00:00,1.0,0.1474,-0.003,0.7794
190,2024-11-15T00:00:00,0.0,0.0715,-0.0007,0.7863
190,2024-11-22T00:00:00,0.3043,0.1231,0.0062,0.8826
190,2024-11-29T00:00:00,0.6087,0.094,0.002,0.9101
190,2024-12-06T00:00:00,0.913,0.1521,-0.0042,0.9549
190,2024-12-08T00:00:00,1.0,0.1405,0.0034,0.8602
191,2024-09-15T00:00:00,0.0,0.103,0.0035,1.0
191,2024-09-22T00:00:00,0.3182,0.0984,-0.0028,0.9415
191,2024-09-29T00:00:00,0.6364,0.1316,0.0019,0.9315
191,2024-10-06T00:00:00,0.9545,0.1607,-0.005,0.8468
191,2024-10-07T00:00:00,1.0,0.1341,0.0006,0.8888
192,2024-01-10T00:00:00,0.0,0.0305,0.0039,0.9142
192,2024-01-17T00:00:00,0.4118,0.0946,-0.0013,0.8811
192,2024-01-24T00:00:00,0.8235,0.1155,0.0047,0.8648
192,2024-01-27T00:00:00,1.0,0.1542,0.0083,0.8834
193,2024-01-13T00:00:00,0.0,0.0692,0.0028,0.9156
193,2024-01-20T00:00:00,0.3333,0.0919,-0.0005,0.9017
193,2024-01-27T00:00:00,0.6667,0.1057,0.0002,0.8707
193,2024-02-03T00:00:00,1.0,0.1701,-0.0085,0.9241
194,2024-11-14T00:00:00,0.0,0.0567,0.0012,0.9512
194,2024-11-21T00:00:00,0.7,0.1143,0.0013,0.8142
194,2024-11-24T00:00:00,1.0,0.1417,0.0043,0.833
195,2024-02-07T00:00:00,0.0,0.0532,-0.0034,0.8945
195,2024-02-14T00:00:00,0.3889,0.0765,-0.0062,0.9193
195,2024-02-21T00:00:00,0.7778,0.1268,0.0031,0.9397
195,2024-02-25T00:00:00,1.0,0.1745,0.0007,0.9634
196,2024-11-13T00:00:00,0.0,0.0305,0.0045,0.923
196,2024-11-20T00:00:00,0.5,0.1047,0.0022,0.852
196,2024-11-27T00:00:00,1.0,0.1261,0.0085,0.8916
197,2024-05-16T00:00:00,0.0,0.0463,-0.0055,0.8259
197,2024-05-23T00:00:00,0.4118,0.0894,-0.0017,0.9001
197,2024-05-30T00:00:00,0.8235,0.1341,0.0124,0.8831
197,2024-06-02T00:00:00,1.0,0.1816,0.0082,0.9377
198,2024-10-22T00:00:00,0.0,0.0453,-0.0068,0.9239
198,2024-10-29T00:00:00,0.7,0.1404,0.0087,0.8525
198,2024-11-01T00:00:00,1.0,0.1451,-0.0047,0.8683
199,2024-08-16T00:00:00,0.0,0.0633,-0.0034,0.8588
199,2024-08-23T00:00:00,0.35,0.1009,0.0023,0.9175
199,2024-08-30T00:00:00,0.7,0.1069,0.0065,0.9007
199,2024-09-05T00:00:00,1.0,0.1976,0.0008,0.7833
200,2024-01-05T00:00:00,0.0,0.0024,0.0031,0.965
200,2024-01-12T00:00:00,0.5,0.0843,0.0105,0.9831
200,2024-01-19T00:00:00,1.0,0.1542,0.0027,0.9447
201,2024-02-11T00:00:00,0.0,0.0878,0.0034,0.9094
201,2024-02-18T00:00:00,0.3182,0.0953,0.0027,0.9462
201,2024-02-25T00:00:00,0.6364,0.0822,0.0016,0.923
201,2024-03-03T00:00:00,0.9545,0.144,0.0039,0.9961
201,2024-03-04T00:00:00,1.0,0.1528,0.0035,0.9803
202,2024-10-21T00:00:00,0.0,0.0532,-0.0044,0.9308
202,2024-10-28T00:00:00,0.4118,0.0471,-0.0115,0.9167
202,2024-11-04T00:00:00,0.8235,0.0855,-0.0066,0.881
202,2024-11-07T00:00:00,1.0,0.1356,-0.0007,0.9556
203,2024-01-23T00:00:00,0.0,0.0548,-0.0042,0.9677
203,2024-01-30T00:00:00,0.7,0.0914,0.0011,0.823
203,2024-02-02T00:00:00,1.0,0.155,-0.0016,0.9541
204,2024-08-12T00:00:00,0.0,0.0644,-0.0029,0.8611
204,2024-08-19T00:00:00,0.7,0.1137,0.0094,0.981
204,2024-08-22T00:00:00,1.0,0.1306,0.004,0.8134
205,2024-11-04T00:00:00,0.0,0.0411,-0.0046,0.9535
205,2024-11-11T00:00:00,0.3043,0.0546,0.0021,0.9
205,2024-11-18T00:00:00,0.6087,0.1074,0.0084,0.988
205,2024-11-25T00:00:00,0.913,0.1384,-0.0017,0.8247
205,2024-11-27T00:00:00,1.0,0.1499,0.0098,0.8936
206,2024-07-16T00:00:00,0.0,0.0646,-0.007,0.8783
206,2024-07-23T00:00:00,0.4375,0.103,0.0005,0.9412
206,2024-07-30T00:00:00,0.875,0.1254,-0.0087,0.9561
206,2024-08-01T00:00:00,1.0,0.1313,0.0025,0.9225
207,2024-02-11T00:00:00,0.0,0.0167,0.0052,0.8717
207,2024-02-18T00:00:00,0.5833,0.1094,-0.0018,0.9811
207,2024-02-23T00:00:00,1.0,0.1769,-0.0091,1.0
208,2024-08-18T00:00:00,0.0,0.0364,0.0105,0.8872
208,2024-08-25T00:00:00,0.5385,0.097,-0.0012,0.88
208,2024-08-31T00:00:00,1.0,0.2005,-0.0004,0.8849
209,2024-04-06T00:00:00,0.0,0.0515,-0.0048,0.9799
209,2024-04-13T00:00:00,0.3889,0.0595,-0.0031,0.9468
209,2024-04-20T00:00:00,0.7778,0.1286,0.0027,0.9767
209,2024-04-24T00:00:00,1.0,0.1701,0.0007,1.0
210,2024-09-10T00:00:00,0.0,0.0374,-0.0005,0.8985
210,2024-09-17T00:00:00,0.7,0.118,-0.0053,0.8208
210,2024-09-20T00:00:00,1.0,0.1583,-0.0032,0.9954
211,2024-01-05T00:00:00,0.0,0.0485,-0.0013,0.9547
211,2024-01-12T00:00:00,0.3684,0.0949,-0.0009,0.868
211,2024-01-19T00:00:00,0.7368,0.1968,0.0018,0.9542
211,2024-01-24T00:00:00,1.0,0.1295,-0.0029,1.0
212,2024-06-07T00:00:00,0.0,0.0779,0.0023,0.8809
212,2024-06-14T00:00:00,0.4667,0.092,-0.0034,0.8422
212,2024-06-21T00:00:00,0.9333,0.1618,0.0027,0.9368
212,2024-06-22T00:00:00,1.0,0.1433,0.0013,0.8784
213,2024-07-02T00:00:00,0.0,0.0355,0.0083,0.9061
213,2024-07-09T00:00:00,0.5385,0.114,0.0042,0.9067
213,2024-07-15T00:00:00,1.0,0.1548,-0.0054,0.8552
214,2024-02-16T00:00:00,0.0,0.031,0.003,0.9035
214,2024-02-23T00:00:00,0.3182,0.0639,0.0029,0.9272
214,2024-03-01T00:00:00,0.6364,0.0997,-0.0001,0.9274
214,2024-03-08T00:00:00,0.9545,0.1283,0.0028,0.9151
214,2024-03-09T00:00:00,1.0,0.13,0.0011,0.9183
215,2024-10-18T00:00:00,0.0,0.0375,-0.0027,0.8496
215,2024-10-25T00:00:00,0.5833,0.0994,-0.0001,0.8728
215,2024-10-30T00:00:00,1.0,0.1203,-0.0034,0.8791
216,2024-09-10T00:00:00,0.0,0.0663,0.003,0.9418
216,2024-09-17T00:00:00,0.35,0.0702,0.0007,0.7788
216,2024-09-24T00:00:00,0.7,0.1286,0.0031,0.8824
216,2024-09-30T00:00:00,1.0,0.1559,-0.0076,0.8599
217,2024-07-18T00:00:00,0.0,0.0653,0.0026,0.8794
217,2024-07-25T00:00:00,0.4667,0.1129,0.0007,0.8748
217,2024-08-01T00:00:00,0.9333,0.1397,-0.0023,0.8408
217,2024-08-02T00:00:00,1.0,0.1751,-0.0028,0.8584
218,2024-04-20T00:00:00,0.0,0.0194,-0.0132,0.9351
218,2024-04-27T00:00:00,0.3889,0.1048,0.006,0.8925
218,2024-05-04T00:00:00,0.7778,0.1213,-0.0025,0.8792
218,2024-05-08T00:00:00,1.0,0.1724,-0.0001,0.9189
219,2024-10-19T00:00:00,0.0,0.0412,0.0066,0.8048
219,2024-10-26T00:00:00,0.5,0.0756,0.0019,0.9875
219,2024-11-02T00:00:00,1.0,0.1455,-0.0042,0.95
220,2024-02-20T00:00:00,0.0,0.0565,0.0065,0.8355
220,2024-02-27T00:00:00,0.3889,0.1131,-0.0077,0.8856
220,2024-03-05T00:00:00,0.7778,0.136,0.0009,0.953
220,2024-03-09T00:00:00,1.0,0.1135,0.0007,0.96
221,2024-09-23T00:00:00,0.0,0.0512,-0.0057,0.9504
221,2024-09-30T00:00:00,0.4667,0.0837,-0.0041,0.8525
221,2024-10-07T00:00:00,0.9333,0.1394,0.0009,0.8365
221,2024-10-08T00:00:00,1.0,0.1287,-0.0035,0.8523
222,2024-12-11T00:00:00,0.0,0.0507,0.0018,0.9112
222,2024-12-18T00:00:00,0.5,0.1045,0.0084,0.9212
222,2024-12-25T00:00:00,1.0,0.1657,-0.0021,0.9472
223,2024-11-08T00:00:00,0.0,0.0408,0.0021,0.8314
223,2024-11-15T00:00:00,0.4375,0.0971,-0.0049,0.9468
223,2024-11-22T00:00:00,0.875,0.155,-0.0023,1.0
223,2024-11-24T00:00:00,1.0,0.1443,-0.0081,0.861
224,2024-05-28T00:00:00,0.0,0.0291,0.0019,0.8382
224,2024-06-04T00:00:00,0.5833,0.0975,0.0016,0.9069
224,2024-06-09T00:00:00,1.0,0.1497,0.0006,0.8815
225,2024-07-20T00:00:00,0.0,0.0179,-0.002,0.9234
225,2024-07-27T00:00:00,0.3889,0.0862,0.002,0.8707
225,2024-08-03T00:00:00,0.7778,0.1477,-0.0128,0.9071
225,2024-08-07T00:00:00,1.0,0.177,0.0075,0.8884
226,2024-10-17T00:00:00,0.0,0.0235,0.0068,0.8974
226,2024-10-24T00:00:00,0.3684,0.0837,-0.0045,0.8375
226,2024-10-31T00:00:00,0.7368,0.135,0.0033,0.9101
226,2024-11-05T00:00:00,1.0,0.1347,-0.0053,0.8284
227,2024-03-15T00:00:00,0.0,0.0388,-0.005,0.8145
227,2024-03-22T00:00:00,0.3684,0.0999,-0.0066,0.9492
227,2024-03-29T00:00:00,0.7368,0.1316,0.0015,0.9833
227,2024-04-03T00:00:00,1.0,0.1243,0.0044,0.8851
228,2024-12-12T00:00:00,0.0,0.1014,-0.0019,0.8729
228,2024-12-19T00:00:00,0.6364,0.1221,-0.001,0.8621
228,2024-12-23T00:00:00,1.0,0.1306,0.0073,0.8418
229,2024-01-25T00:00:00,0.0,0.0545,0.0053,0.9552
229,2024-02-01T00:00:00,0.4118,0.0791,-0.001,0.88
229,2024-02-08T00:00:00,0.8235,0.1017,0.0027,0.9019
229,2024-02-11T00:00:00,1.0,0.1788,-0.0041,0.9544
230,2024-12-09T00:00:00,0.0,0.0732,0.0002,0.7915
230,2024-12-16T00:00:00,0.5,0.0897,0.0089,0.9149
230,2024-12-23T00:00:00,1.0,0.1639,-0.0004,0.8888
231,2024-06-04T00:00:00,0.0,0.0127,0.004,0.954
231,2024-06-11T00:00:00,0.3684,0.0678,-0.0009,0.8843
231,2024-06-18T00:00:00,0.7368,0.1321,-0.0027,0.9466
231,2024-06-23T00:00:00,1.0,0.1514,-0.0127,0.9221
232,2024-12-02T00:00:00,0.0,0.0699,-0.0058,0.9204
232,2024-12-09T00:00:00,0.4375,0.1303,0.0006,0.9571
232,2024-12-16T00:00:00,0.875,0.1287,-0.0001,0.8898
232,2024-12-18T00:00:00,1.0,0.1423,-0.0007,0.8185
233,2024-04-27T00:00:00,0.0,0.0434,0.0067,0.8518
233,2024-05-04T00:00:00,0.5385,0.0825,0.0003,0.9056
233,2024-05-10T00:00:00,1.0,0.1575,-0.0006,0.9036
234,2024-09-13T00:00:00,0.0,0.043,-0.0064,0.8964
234,2024-09-20T00:00:00,0.4375,0.1082,0.0026,0.8128
234,2024-09-27T00:00:00,0.875,0.1425,-0.0045,0.9696
234,2024-09-29T00:00:00,1.0,0.1565,0.0045,0.9011
235,2024-07-29T00:00:00,0.0,0.0487,0.0075,0.9486
235,2024-08-05T00:00:00,0.35,0.0874,-0.001,0.8146
235,2024-08-12T00:00:00,0.7,0.1265,-0.0006,0.9277
235,2024-08-18T00:00:00,1.0,0.1672,0.0062,0.9168
236,2024-01-18T00:00:00,0.0,0.0291,-0.0107,0.8588
236,2024-01-25T00:00:00,0.5833,0.135,0.0091,0.8881
236,2024-01-30T00:00:00,1.0,0.1208,-0.0032,0.9569
237,2024-04-22T00:00:00,0.0,0.0382,0.0029,0.9084
237,2024-04-29T00:00:00,0.6364,0.1278,0.0091,0.9295
237,2024-05-03T00:00:00,1.0,0.1529,0.0096,0.9175
238,2024-05-11T00:00:00,0.0,0.0341,0.0034,0.9224
238,2024-05-18T00:00:00,0.2917,0.073,-0.0026,0.8851
238,2024-05-25T00:00:00,0.5833,0.0977,-0.0013,0.8579
238,2024-06-01T00:00:00,0.875,0.1452,0.0016,0.9173
238,2024-06-04T00:00:00,1.0,0.1488,-0.0009,0.9721
239,2024-05-10T00:00:00,0.0,0.0513,0.0063,0.8502
239,2024-05-17T00:00:00,0.4375,0.1055,-0.0037,0.8722
239,2024-05-24T00:00:00,0.875,0.1293,-0.0024,0.8765
239,2024-05-26T00:00:00,1.0,0.1743,0.0002,0.9113
240,2024-03-27T00:00:00,0.0,0.0409,0.0043,0.9178
240,2024-04-03T00:00:00,0.3333,0.0772,-0.0079,0.9108
240,2024-04-10T00:00:00,0.6667,0.1282,-0.0049,0.8852
240,2024-04-17T00:00:00,1.0,0.1607,-0.0079,0.8676
241,2024-01-08T00:00:00,0.0,0.0575,0.0055,1.0
241,2024-01-15T00:00:00,0.3182,0.121,0.0007,0.8758
241,2024-01-22T00:00:00,0.6364,0.1321,-0.0027,0.8619
241,2024-01-29T00:00:00,0.9545,0.1393,-0.0022,0.9206
241,2024-01-30T00:00:00,1.0,0.138,0.0004,0.9797
242,2024-09-11T00:00:00,0.0,0.0524,0.0076,0.9601
242,2024-09-18T00:00:00,0.5833,0.1202,-0.0018,0.952
242,2024-09-23T00:00:00,1.0,0.145,-0.0,0.9165
243,2024-08-26T00:00:00,0.0,0.0499,-0.0036,0.8236
243,2024-09-02T00:00:00,0.3889,0.1081,0.0029,0.814
243,2024-09-09T00:00:00,0.7778,0.1128,0.0009,0.9221
243,2024-09-13T00:00:00,1.0,0.1196,-0.0004,0.927
244,2024-04-01T00:00:00,0.0,0.043,0.0013,0.8756
244,2024-04-08T00:00:00,0.7,0.1382,-0.004,0.8429
244,2024-04-11T00:00:00,1.0,0.1506,-0.0072,0.7947
245,2024-04-05T00:00:00,0.0,0.0717,-0.0049,0.8333
245,2024-04-12T00:00:00,0.5833,0.0921,-0.0043,0.8929
245,2024-04-17T00:00:00,1.0,0.1281,0.0025,0.9323
246,2024-06-13T00:00:00,0.0,0.0245,-0.0031,0.8738
246,2024-06-20T00:00:00,0.5385,0.1005,0.0054,0.957
246,2024-06-26T00:00:00,1.0,0.2,-0.0113,0.8538
247,2024-01-07T00:00:00,0.0,0.0863,-0.009,0.9896
247,2024-01-14T00:00:00,0.6364,0.1166,0.0009,0.836
247,2024-01-18T00:00:00,1.0,0.141,0.0087,0.8976
248,2024-03-25T00:00:00,0.0,0.0411,0.002,0.8904
248,2024-04-01T00:00:00,0.4375,0.1007,-0.0042,0.8961
248,2024-04-08T00:00:00,0.875,0.1247,-0.009,0.9241
248,2024-04-10T00:00:00,1.0,0.1253,-0.0008,0.9463
249,2024-07-06T00:00:00,0.0,0.02,0.003,0.885
249,2024-07-13T00:00:00,0.3182,0.0625,0.0101,0.9
249,2024-07-20T00:00:00,0.6364,0.1023,-0.0039,0.9441
249,2024-07-27T00:00:00,0.9545,0.1332,0.0038,0.8999
249,2024-07-28T00:00:00,1.0,0.1723,-0.0052,0.8548
250,2024-07-15T00:00:00,0.0,0.0444,-0.001,0.8823
250,2024-07-22T00:00:00,0.2917,0.1318,0.0103,0.915
250,2024-07-29T00:00:00,0.5833,0.1167,-0.0012,0.8475
250,2024-08-05T00:00:00,0.875,0.1339,0.0039,0.9653
250,2024-08-08T00:00:00,1.0,0.1699,-0.0075,0.8855
251,2024-04-28T00:00:00,0.0,0.0206,0.0058,0.8794
251,2024-05-05T00:00:00,0.4375,0.0928,0.0024,1.0
251,2024-05-12T00:00:00,0.875,0.1429,-0.0012,0.8379
251,2024-05-14T00:00:00,1.0,0.1792,-0.0009,0.9829
252,2024-09-12T00:00:00,0.0,0.0721,-0.0023,0.8304
252,2024-09-19T00:00:00,0.5,0.1055,-0.0031,0.902
252,2024-09-26T00:00:00,1.0,0.171,-0.0083,0.9132
253,2024-12-07T00:00:00,0.0,0.0652,0.004,0.8318
253,2024-12-14T00:00:00,0.5,0.1084,0.006,0.9172
253,2024-12-21T00:00:00,1.0,0.1477,0.0057,0.8653
254,2024-06-06T00:00:00,0.0,0.0194,-0.001,0.9268
254,2024-06-13T00:00:00,0.3684,0.1076,0.0027,0.9418
254,2024-06-20T00:00:00,0.7368,0.1446,-0.0017,0.8926
254,2024-06-25T00:00:00,1.0,0.1757,-0.0061,0.9215
255,2024-04-24T00:00:00,0.0,0.0357,0.0055,0.8991
255,2024-05-01T00:00:00,0.6364,0.1138,0.0086,0.8462
255,2024-05-05T00:00:00,1.0,0.1543,-0.0009,0.9266
256,2024-08-24T00:00:00,0.0,0.0886,-0.003,0.8401
256,2024-08-31T00:00:00,0.6364,0.0974,-0.0012,0.9032
256,2024-09-04T00:00:00,1.0,0.1523,0.009,0.9812
257,2024-10-04T00:00:00,0.0,0.0761,0.0126,0.9412
257,2024-10-11T00:00:00,0.4667,0.1188,0.004,0.932
257,2024-10-18T00:00:00,0.9333,0.1512,-0.002,0.8377
257,2024-10-19T00:00:00,1.0,0.1474,0.0028,0.9036
258,2024-01-29T00:00:00,0.0,0.0287,-0.0008,0.8891
258,2024-02-05T00:00:00,0.3684,0.0856,0.0025,0.9353
258,2024-02-12T00:00:00,0.7368,0.1137,0.0049,0.9566
258,2024-02-17T00:00:00,1.0,0.1564,0.0033,0.9492
259,2024-03-15T00:00:00,0.0,0.028,0.0053,0.8605
259,2024-03-22T00:00:00,0.5,0.0861,0.001,0.7928
259,2024-03-29T00:00:00,1.0,0.1535,0.0049,0.8177
